record_id,species_code,species,trait_code,main_source,original_sources,norm_value,best,lower,upper,match_type
156676,3758,Acacia dealbata,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
157084,3823,Acacia mearnsii,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
157365,3861,Acacia pycnantha,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
182310,5571,Pomaderris aspera,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
182337,9484,Pomaderris elachophylla,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,9484,Pomaderris elachophylla,repr3,NSWFFRDv2.1,"{""Wark 1997""}",NA,3,NA,NA,exact
182345,5579,Pomaderris ferruginea,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
182487,3415,Prostanthera lasianthos,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
158017,4730,Aira caryophyllea,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
162416,4801,Briza minor,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,4801,Briza minor,repr3,NSWFFRDv2.1,"{""Wark White Robertson Marriott 1987"",""Department Natural Resources Environment "",""Wark 1997"",""Purdie Slatyer 1976""}",NA,1,NA,NA,exact
168348,4934,Echinopogon ovatus,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,4934,Echinopogon ovatus,repr3,NSWFFRDv2.1,"{""Department Natural Resources Environment "",""Wark 1997""}",NA,1,NA,NA,exact
184361,5242,Vulpia myuros,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
156455,3699,Acacia acinacea,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,3699,Acacia acinacea,repr3,NSWFFRDv2.1,"{""Department Natural Resources Environment "",""Wark 1997""}",NA,3,NA,NA,exact
156810,3781,Acacia genistifolia,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,3781,Acacia genistifolia,repr3,NSWFFRDv2.1,"{""Department Natural Resources Environment "",""Wark 1997"",""Purdie Slatyer 1976""}",NA,3,NA,NA,exact
157644,3895,Acacia verniciflua,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
165489,5772,Correa reflexa,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,5772,Correa reflexa,repr3,NSWFFRDv2.1,"{""Wark 1997""}",NA,2,NA,NA,exact
168600,2597,Epacris impressa,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,2597,Epacris impressa,repr3,NSWFFRDv2.1,"{""Wark White Robertson Marriott 1987"",""Wark 1997""}",NA,2,NA,NA,exact
171903,3192,Goodenia ovata,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,3192,Goodenia ovata,repr3,NSWFFRDv2.1,"{""Wark White Robertson Marriott 1987"",""Wark 1997""}",NA,1,NA,NA,exact
180691,8885,Ozothamnus ferrugineus,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,8885,Ozothamnus ferrugineus,repr3,NSWFFRDv2.1,"{""Wark 1997""}",NA,2,NA,NA,exact
174940,2882,Indigofera australis,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,2882,Indigofera australis,repr3,NSWFFRDv2.1,"{""Wark 1997""}",NA,2,NA,NA,exact
180346,1607,Olearia phlogopappa,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,1607,Olearia phlogopappa,repr3,NSWFFRDv2.1,"{""Wark 1997""}",NA,2,NA,NA,exact
180370,1611,Olearia ramulosa,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,1611,Olearia ramulosa,repr3,NSWFFRDv2.1,"{""Wark 1997""}",NA,2,NA,NA,exact
182732,2985,Pultenaea daphnoides,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
182824,3016,Pultenaea scabra,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
181948,6179,Pimelea humilis,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,6179,Pimelea humilis,repr3,NSWFFRDv2.1,"{""Wark White Robertson Marriott 1987"",""Wark 1997""}",NA,1,NA,NA,exact
181973,6182,Pimelea linifolia,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,6182,Pimelea linifolia,repr3,NSWFFRDv2.1,"{""Wark White Robertson Marriott 1987"",""Wark 1997"",""Purdie Slatyer 1976""}",NA,2,NA,NA,exact
176917,7970,Leptospermum continentale,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
183507,6087,Solanum laciniatum,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,6087,Solanum laciniatum,repr3,NSWFFRDv2.1,"{""Wark White Robertson Marriott 1987"",""Wark 1997""}",NA,2,NA,NA,exact
183657,5600,Spyridium parvifolium,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
157719,5604,Acaena novae-zelandiae,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
159627,5659,Asperula scoparia,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
159673,1280,Aster subulatus,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
163887,1400,Cirsium vulgare,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
166675,2222,Dichondra repens,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
171409,3156,Geranium solanderi,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,3156,Geranium solanderi,repr3,NSWFFRDv2.1,"{""Wark 1997""}",NA,1,NA,NA,exact
170878,9904,Euchiton involucratus,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
170892,9690,Euchiton sphaericus,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,9690,Euchiton sphaericus,repr3,NSWFFRDv2.1,"{""Wark White Robertson Marriott 1987"",""Department Natural Resources Environment "",""Wark 1997""}",NA,1,NA,NA,partial
171751,3247,Gonocarpus tetragynus,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
171247,5681,Galium binifolium,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,5681,Galium binifolium,repr3,NSWFFRDv2.1,"{""Wark White Robertson Marriott 1987"",""Wark 1997""}",NA,2,NA,NA,exact
174680,1124,Hydrocotyle callicarpa,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
174696,8461,Hydrocotyle hirta,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
174708,1128,Hydrocotyle laxiflora,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,1128,Hydrocotyle laxiflora,repr3,NSWFFRDv2.1,"{""Wark 1997""}",NA,2,NA,NA,exact
174748,7240,Hypericum gramineum,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
180483,5701,Opercularia varia,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,5701,Opercularia varia,repr3,NSWFFRDv2.1,"{""Keith David pers. comm."",""Department Natural Resources Environment "",""Wark 1997""}",NA,2,NA,NA,partial
182400,7395,Poranthera microphylla,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
182981,1842,Rorippa dictyosperma,surv1,NSWFFRDv2.1,"{""Wark 1997""}",None,NA,NA,NA,exact
NA,1842,Rorippa dictyosperma,repr3,NSWFFRDv2.1,"{""Wark 1997""}",NA,1,NA,NA,exact
