"bionet_name","species_code","suggested_name","taxon_rank","dcterms_rightsHolder","dcterms_rights","dcterms_language","dcterms_type","dcterms_modified","dcterms_available","speciesID","taxonRank","kingdomID","kingdom","classID","class","orderID","order","familyID","family","sortOrder","genusID","genus","parentSpeciesID","specificEpithet","infraspecificEpithet","scientificNameAuthorship","scientificNameID","speciesCode_Synonym","scientificName","scientificNameHTML","vernacularName","otherVernacularNames","taxonID","currentVernacularName","isCurrent","generalTypeID","generalType","establishmentMeans","primaryGrowthForm","primaryGrowthFormGroup","secondaryGrowthForms","secondaryGrowthFormGroups","stateConservation","protectedInNSW","sensitivityClass","TSProfileID","countryConservation","highThreatWeed","widelyCultivatedNativeSpecies","CAMBA","JAMBA","ROKAMBA"
"Glossocardia bidens","13989","Glossocardia bidens [alternative possible names: Glossocardia refracta (pro parte misapplied)]","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:26:22.207,2010-05-28 05:54:19,9978,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7230,2984,"Glossocardia",19877,"bidens",NA,"(Retz.) Veldkamp",9978,"7637","Glossogyne tenuifolia","<em>Glossogyne tenuifolia</em>",NA,NA,19877,"Cobbler's Tack",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Glossocardia bidens","13989","Glossocardia bidens [alternative possible names: Glossocardia refracta (pro parte misapplied)]","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:26:22.207,2010-05-28 05:54:19,19877,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7230,2984,"Glossocardia",19877,"bidens",NA,"(Retz.) Veldkamp",19877,"13989","Glossocardia bidens","<em>Glossocardia bidens</em>","Cobbler's Tack",NA,19877,"Cobbler's Tack",TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Paractaenum novae-hollandiae","5069","Paractaenum novae-hollandiae","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:36:57.283,1995-12-15 02:13:49,2372,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15887,3643,"Paractaenum",3507,"novae-hollandiae",NA,"P.Beauv.",2372,"7892","Paractaenum novae-hollandiae subsp. reversum","<em>Paractaenum novae-hollandiae </em>subsp.<em> reversum</em>",NA,NA,3507,"Reflexed Panic Grass",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Paractaenum novae-hollandiae","5069","Paractaenum novae-hollandiae","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:36:57.283,1995-12-15 02:13:49,3507,"Species",139,"Plantae",38,"Flora",137,"Flora",159,"Poaceae",15887,3643,"Paractaenum",3507,"novae-hollandiae",NA,"P.Beauv.",3507,"5069","Paractaenum novae-hollandiae","<em>Paractaenum novae-hollandiae</em>","Reflexed Panic Grass",NA,3507,"Reflexed Panic Grass",TRUE,NA,NA,"Alive in NSW, Native","Tussock Grass","Grass & grasslike (GG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Brachyscome ciliaris","7902","Brachyscome ciliaris","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:43:26.323,1995-12-15 02:06:46,2373,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",6839,2288,"Brachyscome",2373,"ciliaris",NA,"(Labill.) Less.",2373,"7902","Brachyscome ciliaris","<em>Brachyscome ciliaris</em>","Variable Daisy",NA,2373,"Variable Daisy",TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Brachyscome ciliaris","7902","Brachyscome ciliaris","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:43:26.323,1995-12-15 02:06:46,9634,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",6839,2288,"Brachyscome",2373,"ciliaris",NA,"(Labill.) Less.",9634,"1291","Brachycome ciliaris","<em>Brachycome ciliaris</em>","Variable Daisy",NA,2373,"Variable Daisy",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Adiantum silvaticum","8001","Adiantum silvaticum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2020-11-03 00:50:19.703,1995-12-15 02:38:21,2374,"Species",139,"Plantae",38,"Flora",137,"Flora",404,"Pteridaceae",16884,1988,"Adiantum",7567,"silvaticum",NA,"Tindale",2374,"8002","Adiantum silvaticum var. silvaticum","<em>Adiantum silvaticum </em>var.<em> silvaticum</em>",NA,NA,7567,NA,FALSE,171,"Ferns and Cycads","Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Adiantum silvaticum","8001","Adiantum silvaticum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2020-11-03 00:50:19.703,1995-12-15 02:38:21,7567,"Species",139,"Plantae",38,"Flora",137,"Flora",404,"Pteridaceae",16884,1988,"Adiantum",7567,"silvaticum",NA,"Tindale",7567,"8001","Adiantum silvaticum","<em>Adiantum silvaticum</em>",NA,NA,7567,NA,TRUE,171,"Ferns and Cycads","Alive in NSW, Native","Fern and fern allies","Fern (EG)",NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Adiantum silvaticum","8001","Adiantum silvaticum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2020-11-03 00:50:19.703,1995-12-15 02:38:21,8227,"Species",139,"Plantae",38,"Flora",137,"Flora",404,"Pteridaceae",16884,1988,"Adiantum",7567,"silvaticum",NA,"Tindale",8227,"8588","Adiantum cunninghamii","<em>Adiantum cunninghamii</em>",NA,NA,7567,NA,FALSE,171,"Ferns and Cycads","Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Adiantum silvaticum","8001","Adiantum silvaticum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2020-11-03 00:50:19.703,1995-12-15 02:38:21,11214,"Species",139,"Plantae",38,"Flora",137,"Flora",404,"Pteridaceae",16884,1988,"Adiantum",7567,"silvaticum",NA,"Tindale",11214,"8003","Adiantum silvaticum var. glabrum","<em>Adiantum silvaticum </em>var.<em> glabrum</em>",NA,NA,7567,NA,FALSE,171,"Ferns and Cycads","Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Lomatia myricoides","5444","Lomatia myricoides","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:37:49.99,1995-12-15 02:06:47,2375,"Species",139,"Plantae",38,"Flora",137,"Flora",167,"Proteaceae",16747,3340,"Lomatia",2375,"myricoides",NA,"(C.F.Gaertn.) Domin",2375,"5444","Lomatia myricoides","<em>Lomatia myricoides</em>","River Lomatia",NA,2375,"River Lomatia",TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Sisymbrium irio","1853","Sisymbrium irio","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2006-01-30 06:20:36,1995-12-15 02:06:47,2376,"Species",139,"Plantae",38,"Flora",137,"Flora",155,"Brassicaceae",8195,4087,"Sisymbrium",2376,"irio",NA,"L.",2376,"1853","Sisymbrium irio","<em>Sisymbrium irio</em>","London Rocket",NA,2376,"London Rocket",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Hibbertia riparia","2545","Hibbertia riparia [alternative possible names: Hibbertia devitata (pro parte misapplied) | Hibbertia australis (pro parte misapplied) | Hibbertia setifera (pro parte misapplied) | Hibbertia stricta (misapplied) | Hibbertia australis (misapplied)]","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:30:04.383,1995-12-15 02:06:48,2377,"Species",139,"Plantae",38,"Flora",137,"Flora",168,"Dilleniaceae",9698,3096,"Hibbertia",2377,"riparia",NA,"(R.Br. ex DC.) Hoogland",2377,"2545","Hibbertia riparia","<em>Hibbertia riparia</em>",NA,NA,2377,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Hibbertia riparia","2545","Hibbertia riparia [alternative possible names: Hibbertia devitata (pro parte misapplied) | Hibbertia australis (pro parte misapplied) | Hibbertia setifera (pro parte misapplied) | Hibbertia stricta (misapplied) | Hibbertia australis (misapplied)]","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:30:04.383,1995-12-15 02:06:48,3756,"Species",139,"Plantae",38,"Flora",137,"Flora",168,"Dilleniaceae",9698,3096,"Hibbertia",2377,"riparia",NA,"(R.Br. ex DC.) Hoogland",3756,"8503","Hibbertia stricta","<em>Hibbertia stricta</em>",NA,NA,2377,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Grevillea albiflora","5356","Grevillea albiflora","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:37:29.13,1995-12-15 02:06:49,2378,"Species",139,"Plantae",38,"Flora",137,"Flora",167,"Proteaceae",16532,3008,"Grevillea",2378,"albiflora",NA,"C.T.White",2378,"5356","Grevillea albiflora","<em>Grevillea albiflora</em>","White Spider Flower",NA,2378,"White Spider Flower",TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Wahlenbergia queenslandica","7728","Wahlenbergia queenslandica","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:43:03.463,1995-12-15 02:06:50,2379,"Species",139,"Plantae",38,"Flora",137,"Flora",169,"Campanulaceae",8354,4366,"Wahlenbergia",2379,"queenslandica",NA,"Carolin ex P.J.Sm.",2379,"7728","Wahlenbergia queenslandica","<em>Wahlenbergia queenslandica</em>",NA,NA,2379,NA,TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Dipodium punctatum","7887","Dipodium punctatum [alternative possible names: Dipodium roseum (pro parte misapplied) | Dipodium campanulatum (pro parte misapplied) | Dipodium variegatum (misapplied) | Dipodium stenocheilum (misapplied) | Dipodium hamiltonianum (misapplied) | Dipodium roseum (misapplied)]","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:43:24.323,1995-12-15 02:06:50,2380,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14292,2732,"Dipodium",2380,"punctatum",NA,"(Sm.) R.Br.",2380,"7887","Dipodium punctatum","<em>Dipodium punctatum</em>",NA,NA,2380,NA,TRUE,179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Persoonia acuminata","8716","Persoonia acuminata","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:45:18.7,1995-12-15 02:06:50,2381,"Species",139,"Plantae",38,"Flora",137,"Flora",167,"Proteaceae",16758,3695,"Persoonia",2381,"acuminata",NA,"L.A.S.Johnson & P.H.Weston",2381,"8716","Persoonia acuminata","<em>Persoonia acuminata</em>",NA,NA,2381,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Wedelia glauca","1723","Pascalia glauca","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2009-01-09 05:48:51,1995-12-15 02:06:51,2382,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7789,4373,"Wedelia",2382,"glauca",NA,"(Ortega) O.Hoffm.",2382,"1723","Wedelia glauca","<em>Wedelia glauca</em>","Pascalia Weed",NA,2382,"Pascalia Weed",TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Prostanthera rugosa","3428","Prostanthera rugosa","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:32:30.747,1995-12-15 02:06:52,2383,"Species",139,"Plantae",38,"Flora",137,"Flora",161,"Lamiaceae",12211,3847,"Prostanthera",2383,"rugosa",NA,"A.Cunn. ex Benth.",2383,"3428","Prostanthera rugosa","<em>Prostanthera rugosa</em>",NA,NA,2383,NA,TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Comesperma ericinum","5253","Comesperma ericinum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:37:14.643,1995-12-15 02:06:52,2384,"Species",139,"Plantae",38,"Flora",137,"Flora",171,"Polygalaceae",16192,2541,"Comesperma",2384,"ericinum",NA,"DC.",2384,"5253","Comesperma ericinum","<em>Comesperma ericinum</em>","Pyramid Flower",NA,2384,"Pyramid Flower",TRUE,NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Heath shrub","Shrub (SG)","Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Comesperma ericinum","5253","Comesperma ericinum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:37:14.643,1995-12-15 02:06:52,2449,"Species",139,"Plantae",38,"Flora",137,"Flora",171,"Polygalaceae",16192,2541,"Comesperma",2384,"ericinum",NA,"DC.",2449,"9369","Comesperma ericinum f. C","<em>Comesperma ericinum </em>f.<em> C</em>",NA,NA,2384,"Pyramid Flower",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Comesperma ericinum","5253","Comesperma ericinum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:37:14.643,1995-12-15 02:06:52,12774,"Species",139,"Plantae",38,"Flora",137,"Flora",171,"Polygalaceae",16192,2541,"Comesperma",2384,"ericinum",NA,"DC.",12774,"10092","Comesperma ericinum f. A","<em>Comesperma ericinum </em>f.<em> A</em>",NA,NA,2384,"Pyramid Flower",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Comesperma ericinum","5253","Comesperma ericinum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:37:14.643,1995-12-15 02:06:52,12775,"Species",139,"Plantae",38,"Flora",137,"Flora",171,"Polygalaceae",16192,2541,"Comesperma",2384,"ericinum",NA,"DC.",12775,"10094","Comesperma ericinum f. B","<em>Comesperma ericinum </em>f.<em> B</em>",NA,NA,2384,"Pyramid Flower",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Comesperma ericinum","5253","Comesperma ericinum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:37:14.643,1995-12-15 02:06:52,20383,"Species",139,"Plantae",38,"Flora",137,"Flora",171,"Polygalaceae",16192,2541,"Comesperma",2384,"ericinum",NA,"DC.",20383,"14363","Comesperma esulifolium","<em>Comesperma esulifolium</em>",NA,NA,2384,"Pyramid Flower",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Linaria dalmatica","10000","Linaria dalmatica","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2020-08-25 09:43:51.39,1998-10-22 04:51:39,2385,"Species",139,"Plantae",38,"Flora",137,"Flora",275,"Plantaginaceae",15139,3321,"Linaria",12682,"dalmatica",NA,"(L.) Mill.",2385,"5975","Linaria genistifolia","<em>Linaria genistifolia</em>",NA,NA,12682,NA,FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Linaria dalmatica","10000","Linaria dalmatica","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2020-08-25 09:43:51.39,1998-10-22 04:51:39,6107,"Species",139,"Plantae",38,"Flora",137,"Flora",275,"Plantaginaceae",15139,3321,"Linaria",12682,"dalmatica",NA,"(L.) Mill.",6107,"7112","Linaria genistifolia subsp. dalmatica","<em>Linaria genistifolia </em>subsp.<em> dalmatica</em>",NA,NA,12682,NA,FALSE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Linaria dalmatica","10000","Linaria dalmatica","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2020-08-25 09:43:51.39,1998-10-22 04:51:39,12682,"Species",139,"Plantae",38,"Flora",137,"Flora",275,"Plantaginaceae",15139,3321,"Linaria",12682,"dalmatica",NA,"(L.) Mill.",12682,"10000","Linaria dalmatica","<em>Linaria dalmatica</em>",NA,NA,12682,NA,TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Solanum cookii","6075","Solanum cookii","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2010-08-13 05:07:57,1995-12-15 02:06:53,2386,"Species",139,"Plantae",38,"Flora",137,"Flora",173,"Solanaceae",18241,4092,"Solanum",2386,"cookii",NA,"Symon",2386,"6075","Solanum cookii","<em>Solanum cookii</em>",NA,NA,2386,NA,TRUE,NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Rhagodia candolleana subsp. candolleana","7808","Rhagodia candolleana subsp. candolleana","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:43:14.01,1995-12-15 02:38:17,2388,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",174,"Chenopodiaceae",8767,3926,"Rhagodia",2388,"candolleana","candolleana","Moq.",2388,"2159","Rhagodia candolleana","<em>Rhagodia candolleana</em>",NA,NA,7555,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Rhagodia candolleana subsp. candolleana","7808","Rhagodia candolleana subsp. candolleana","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:43:14.01,1995-12-15 02:38:17,7555,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",174,"Chenopodiaceae",8767,3926,"Rhagodia",2388,"candolleana","candolleana","Moq.",7555,"7808","Rhagodia candolleana subsp. candolleana","<em>Rhagodia candolleana </em>subsp.<em> candolleana</em>",NA,NA,7555,NA,TRUE,NA,NA,"Alive in NSW, Native","Chenopod","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Rhagodia candolleana subsp. candolleana","7808","Rhagodia candolleana subsp. candolleana","subspecies","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:43:14.01,1995-12-15 02:38:17,10608,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",174,"Chenopodiaceae",8767,3926,"Rhagodia",2388,"candolleana","candolleana","Moq.",10608,"2158","Rhagodia baccata","<em>Rhagodia baccata</em>",NA,NA,7555,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Rhagodia parabolica","2160","Rhagodia parabolica","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:28:53.273,1995-12-15 02:06:55,2389,"Species",139,"Plantae",38,"Flora",137,"Flora",174,"Chenopodiaceae",8769,3926,"Rhagodia",2389,"parabolica",NA,"R.Br.",2389,"2160","Rhagodia parabolica","<em>Rhagodia parabolica</em>",NA,NA,2389,NA,TRUE,NA,NA,"Alive in NSW, Native","Chenopod","Shrub (SG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Portulaca intraterranea","5323","Portulaca intraterranea","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:37:23.097,1995-12-15 02:06:55,2390,"Species",139,"Plantae",38,"Flora",137,"Flora",175,"Portulacaceae",16377,3832,"Portulaca",2390,"intraterranea",NA,"J.M.Black",2390,"5323","Portulaca intraterranea","<em>Portulaca intraterranea</em>",NA,NA,2390,NA,TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Bonamia media","7268","Bonamia media","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:42:01.9,1995-12-15 02:06:56,2391,"Species",139,"Plantae",38,"Flora",137,"Flora",176,"Convolvulaceae",8958,2270,"Bonamia",2391,"media",NA,"R.Br.",2391,"7268","Bonamia media","<em>Bonamia media</em>",NA,NA,2391,NA,TRUE,NA,NA,"Alive in NSW, Native","Vine","Other (OG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Bonamia media","7268","Bonamia media","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:42:01.9,1995-12-15 02:06:56,11253,"Species",139,"Plantae",38,"Flora",137,"Flora",176,"Convolvulaceae",8958,2270,"Bonamia",2391,"media",NA,"R.Br.",11253,"2214","Bonamia linearis","<em>Bonamia linearis</em>",NA,NA,2391,NA,FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Diuris dendrobioides","9074","Diuris dendrobioides","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:46:11.467,1995-12-15 02:51:13,2392,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14311,2746,"Diuris",9642,"dendrobioides",NA,"Fitzg.",2392,"7420","Diuris cuneata","<em>Diuris cuneata</em>",NA,NA,9642,NA,FALSE,179,"Orchids","Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Diuris dendrobioides","9074","Diuris dendrobioides","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:46:11.467,1995-12-15 02:51:13,9642,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14311,2746,"Diuris",9642,"dendrobioides",NA,"Fitzg.",9642,"9074","Diuris dendrobioides","<em>Diuris dendrobioides</em>",NA,NA,9642,NA,TRUE,179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Diuris dendrobioides","9074","Diuris dendrobioides","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:46:11.467,1995-12-15 02:51:13,16153,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14311,2746,"Diuris",9642,"dendrobioides",NA,"Fitzg.",16153,"11657","Diuris sp. aff. dendrobioides","<em>Diuris sp. aff. dendrobioides</em>",NA,NA,9642,NA,FALSE,179,"Orchids","Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Diuris dendrobioides","9074","Diuris dendrobioides","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:46:11.467,1995-12-15 02:51:13,18711,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14311,2746,"Diuris",9642,"dendrobioides",NA,"Fitzg.",18711,"13330","Diuris punctata var. longissima","<em>Diuris punctata </em>var.<em> longissima</em>",NA,NA,9642,NA,FALSE,179,"Orchids","Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",TRUE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Bulbine semibarbata","3532","Bulbine semibarbata [alternative possible names: Bulbine glauca (pro parte misapplied)]","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:32:50.03,1995-12-15 02:06:57,2393,"Species",139,"Plantae",38,"Flora",137,"Flora",410,"Asphodelaceae",6657,2312,"Bulbine",2393,"semibarbata",NA,"(R.Br.) Haw.",2393,"3532","Bulbine semibarbata","<em>Bulbine semibarbata</em>","Wild Onion",NA,2393,"Wild Onion",TRUE,NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
"Eryngium paludosum","10871","Eryngium paludosum","species","NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service",2017-10-04 06:20:41.437,2000-02-03 02:16:59,2394,"Species",139,"Plantae",38,"Flora",137,"Flora",157,"Apiaceae",6239,2853,"Eryngium",13594,"paludosum",NA,"(C.Moore & Betche) P.W.Michael",2394,"1115","Eryngium plantagineum","<em>Eryngium plantagineum</em>","Long Eryngium",NA,13594,"Long Eryngium",FALSE,NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed",FALSE,"Not Sensitive",NA,"Not Listed",NA,NA,FALSE,FALSE,FALSE
