row_number,trait_code,species,species_code,main_source,original_sources,raw_value,original_notes,norm_value,best,upper,lower
97316,surv5,Eucalyptus baeuerlenii,4047,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97317,surv5,Eucalyptus baueriana,7189,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>200}","{""Cell color index 12""}",NA,NA,NA,200
97318,surv5,Eucalyptus benthamii,4055,NSWFFRDv2.1,"{""Benson 1985b""}","{""Life span"",>250}","{""Cell color index 12""}",NA,NA,NA,250
97319,surv5,Eucalyptus blakelyi,4057,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97320,surv5,Eucalyptus blaxlandii,4058,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97321,surv5,Eucalyptus bosistoana,4059,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97322,surv5,Eucalyptus botryoides,4060,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",600}","{""Cell color index 12""}",NA,600,NA,NA
97323,surv5,Eucalyptus bridgesiana,4061,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",100-200}","{""Cell color index 12""}",NA,NA,200,100
97324,surv5,Eucalyptus burgessiana,4062,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97325,surv5,Eucalyptus camfieldii,4067,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"","">100; may be disadvantaged by competion with absence of fire for 30 y (1)""}",NA,NA,NA,NA,NA
97326,surv5,Eucalyptus costata subsp. murrayana,12178,NSWFFRDv2.1,"{""Wellington Noble 1985""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97327,surv5,Eucalyptus crebra,4074,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97328,surv5,Eucalyptus cunninghamii,6473,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97329,surv5,Eucalyptus cypellocarpa,4075,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97330,surv5,Eucalyptus deanei,4079,NSWFFRDv2.1,NA,"{""Life span"",100-300}",NA,NA,NA,300,100
97331,surv5,Eucalyptus delegatensis subsp. delegatensis,6885,NSWFFRDv2.1,"{""Noble Slatyer 1980""}","{""Life span"",400}","{""Cell color index 12""}",NA,400,NA,NA
97332,surv5,Eucalyptus dives,4082,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97333,surv5,Eucalyptus elata,4086,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",40-60}","{""Cell color index 12""}",NA,NA,60,40
97334,surv5,Eucalyptus eugenioides,4087,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97335,surv5,Eucalyptus fastigata,4090,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97336,surv5,Eucalyptus fergusonii subsp. dorsiventralis,8354,NSWFFRDv2.1,"{""Maryott-Brown Wilks 1993""}","{""Life span"",""c. 200-250""}","{""Cell color index 12""}",NA,NA,250,NA
97337,surv5,Eucalyptus fibrosa,4091,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97338,surv5,Eucalyptus globoidea,4097,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97339,surv5,Eucalyptus haemastoma,4104,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",200-300}","{""Cell color index 12""}",NA,NA,300,200
97340,surv5,Eucalyptus laevopinea,4112,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97341,surv5,Eucalyptus laophila,10030,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97342,surv5,Eucalyptus ligustrina,4117,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97343,surv5,Eucalyptus longifolia,4118,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97344,surv5,Eucalyptus luehmanniana,4116,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97345,surv5,Eucalyptus macarthurii,4119,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97346,surv5,Eucalyptus macrorhyncha,4120,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97347,surv5,Eucalyptus mannifera subsp. mannifera,7827,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",450}","{""Cell color index 12""}",NA,450,NA,NA
97348,surv5,Eucalyptus melliodora,4125,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97349,surv5,Eucalyptus michaeliana,4126,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"","">100 (1)""}","{""Cell color index 8""}",NA,NA,NA,100
97350,surv5,Eucalyptus michaeliana,4126,NSWFFRDv2.1,"{""Maryott-Brown Wilks 1993""}","{""Life span"",""c. 200-250 (71)""}","{""Cell color index 8""}",NA,NA,250,NA
97351,surv5,Eucalyptus microcarpa,4127,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97352,surv5,Eucalyptus microcorys,4128,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97353,surv5,Eucalyptus moluccana,4129,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97354,surv5,Eucalyptus muelleriana,4132,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97355,surv5,Eucalyptus multicaulis,4133,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97356,surv5,Eucalyptus obliqua,4140,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97357,surv5,Eucalyptus oblonga,4141,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97358,surv5,Eucalyptus obstans,10029,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97359,surv5,Eucalyptus oreades,4145,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",100-150}","{""Cell color index 12""}",NA,NA,150,100
97360,surv5,Eucalyptus paniculata subsp. paniculata,8831,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97361,surv5,Eucalyptus parramattensis subsp. parramattensis,8959,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97362,surv5,Eucalyptus pauciflora,4151,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",250-400}","{""Cell color index 12""}",NA,NA,400,250
97363,surv5,Eucalyptus pilularis,4155,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>200}","{""Cell color index 12""}",NA,NA,NA,200
97364,surv5,Eucalyptus piperita,4156,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97365,surv5,Eucalyptus propinqua,4162,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97366,surv5,Eucalyptus pulverulenta,4163,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97367,surv5,Eucalyptus punctata,4165,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97368,surv5,Eucalyptus quadrangulata,4167,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97369,surv5,Eucalyptus racemosa,4168,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97370,surv5,Eucalyptus radiata subsp. radiata,7338,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97371,surv5,Eucalyptus resinifera subsp. resinifera,9450,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97372,surv5,Eucalyptus robusta,4171,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>200}","{""Cell color index 12""}",NA,NA,NA,200
97373,surv5,Eucalyptus rossii,4172,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>400}","{""Cell color index 12""}",NA,NA,NA,400
97374,surv5,Eucalyptus rubida subsp. rubida,9750,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97375,surv5,Eucalyptus saligna,4177,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>200}","{""Cell color index 12""}",NA,NA,NA,200
97376,surv5,Eucalyptus sclerophylla,4178,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97377,surv5,Eucalyptus siderophloia,4180,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97378,surv5,Glossodia minor,4466,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97379,surv5,Eucalyptus sideroxylon,4181,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97380,surv5,Eucalyptus sieberi,4182,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97381,surv5,Eucalyptus sparsifolia,8353,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97382,surv5,Eucalyptus squamosa,4186,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97383,surv5,Eucalyptus stellulata,4187,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97384,surv5,Eucalyptus stricta,4189,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97385,surv5,Eucalyptus tereticornis,4191,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97386,surv5,Eucalyptus umbra,4196,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97387,surv5,Eucalyptus viminalis,4197,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97388,surv5,Euchiton gymnocephalus,9691,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97389,surv5,Euchiton involucratus,9904,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97390,surv5,Euchiton involucratus,9904,NSWFFRDv2.1,NA,"{""Life span"",biennial}",NA,NA,NA,NA,NA
97391,surv5,Euchiton limosus,13980,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97392,surv5,Euchiton sphaericus,9690,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97393,surv5,Eucryphia moorei,2672,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",>100}","{""Cell color index 12""}",NA,NA,NA,100
97394,surv5,Euphorbia paralias,9899,NSWFFRDv2.1,NA,"{""Life span"",5-30}",NA,NA,NA,30,5
97395,surv5,Euphorbia peplus,2721,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97396,surv5,Euphrasia bella,8332,NSWFFRDv2.1,NA,"{""Life span"",<10}",NA,NA,NA,10,NA
97397,surv5,Euphrasia collina,5958,NSWFFRDv2.1,NA,"{""Life span"",5-25}",NA,NA,NA,25,5
97398,surv5,Euphrasia collina subsp. muelleri,9166,NSWFFRDv2.1,NA,"{""Life span"",1-3}",NA,NA,NA,3,1
97399,surv5,Euphrasia collina subsp. paludosa,7778,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97400,surv5,Euphrasia orthocheila subsp. peraspera,7019,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97401,surv5,Euroschinus falcatus var. falcatus,7734,NSWFFRDv2.1,"{""Hunter Vegetation Washpool National Park Western A""}","{""Life span"",>30}","{""Cell color index 12""}",NA,NA,NA,30
97402,surv5,Eurychorda complanata,10615,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",""indefinite (9)""}",NA,NA,NA,NA,NA
97403,surv5,Eurychorda complanata,10615,NSWFFRDv2.1,"{""Clemens Franklin 1980""}","{""Life span"",""absent or rare in 10 yo heath (46)""}",NA,NA,NA,NA,NA
97404,surv5,Eustrephus latifolius,6015,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""present at 22 yo site""}","{""Cell color index 12""}",NA,NA,NA,NA
97405,surv5,Exocarpos cupressiformis,5860,NSWFFRDv2.1,"{""EcoGIS 2002""}","{""Life span"",""present at 20 yo site""}","{""Cell color index 12""}",NA,NA,NA,NA
97406,surv5,Lindsaea microphylla,6401,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97407,surv5,Festuca muelleri,4992,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97408,surv5,Ficus coronata,7479,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",long?}","{""Cell color index 12"",uncertain}",NA,NA,NA,NA
97409,surv5,Ficus rubiginosa,3924,NSWFFRDv2.1,NA,"{""Life span"",>100}",NA,NA,NA,NA,100
97410,surv5,Ficus superba var. henneana,8407,NSWFFRDv2.1,NA,"{""Life span"",long}",NA,NA,NA,NA,NA
97411,surv5,Fumaria capreolata subsp. capreolata,7396,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97412,surv5,Fumaria muralis subsp. muralis,9367,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97413,surv5,Fumaria officinalis subsp. officinalis,9649,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97414,surv5,Gahnia sieberiana,2442,NSWFFRDv2.1,"{""Keith David pers. comm."",""EcoGIS 2002""}","{""Life span"",""indefinite (9), present and flowering at 22 yo site (105)""}",NA,NA,NA,NA,NA
97415,surv5,Gahnia sieberiana,2442,NSWFFRDv2.1,"{""Keith David pers. comm."",""EcoGIS 2002""}","{""Life span"",""indefinite (9), present and flowering at 22 yo site (105)""}",NA,NA,NA,NA,NA
97416,surv5,Galinsoga parviflora,1450,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97417,surv5,Galium binifolium,5681,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97418,surv5,Galium liratum,5685,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97419,surv5,Galium murale,5687,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97420,surv5,Gamochaeta calviceps,10142,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97421,surv5,Gamochaeta pensylvanica,10143,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97422,surv5,Genoplesium rhyoliticum,8337,NSWFFRDv2.1,"{""RP Threatened Flora of Rocky Outcrops in South Eas""}","{""Life span"",""long, annual replacement of the tuber""}","{""Cell color index 12""}",NA,NA,NA,NA
97423,surv5,Gentiana wingecarribiensis,7631,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97424,surv5,Gentianella cunninghamii subsp. Cunninghamii,14547,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97425,surv5,Geranium antrorsum,3146,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97426,surv5,Geranium homeanum,3148,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",short}","{""Cell color index 12""}",NA,NA,NA,NA
97427,surv5,Geranium potentilloides var. potentilloides,7107,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97428,surv5,Geranium retrorsum,3154,NSWFFRDv2.1,"{""Morgan 1999""}","{""Life span"",long}","{""Cell color index 12""}",NA,NA,NA,NA
97429,surv5,Geranium solanderi,3156,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",short}","{""Cell color index 12""}",NA,NA,NA,NA
97430,surv5,Geranium solanderi var. solanderi,8226,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",short}","{""Cell color index 12""}",NA,NA,NA,NA
97431,surv5,Gleichenia dicarpa,7138,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97432,surv5,Gleichenia dicarpa,7138,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97433,surv5,Gleichenia microphylla,6708,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97434,surv5,Gleichenia microphylla,6708,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97435,surv5,Gleichenia rupestris,8093,NSWFFRDv2.1,NA,"{""Life span"",indefinite}",NA,NA,NA,NA,NA
97436,surv5,Glochidion ferdinandi var. ferdinandi,9360,NSWFFRDv2.1,NA,"{""Life span"",>60}",NA,NA,NA,NA,60
97437,surv5,Gompholobium glabratum,2864,NSWFFRDv2.1,"{""Keith David pers. comm."",""McMahon 1987""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97438,surv5,Gompholobium glabratum,2864,NSWFFRDv2.1,"{""Keith David pers. comm."",""McMahon 1987""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97439,surv5,Gompholobium grandiflorum,2865,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",5-25}","{""Cell color index 12""}",NA,NA,25,5
97440,surv5,Gompholobium latifolium,2866,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",medium}","{""Cell color index 12""}",NA,NA,NA,NA
97441,surv5,Gompholobium minus,2867,NSWFFRDv2.1,"{""Keith David pers. comm."",""Specht Rayson Jackman 1958"",""EcoGIS 2002""}","{""Life span"",""15-25 (9), <25 (33), present at 20 yo site (105)""}",NA,NA,NA,25,15
97442,surv5,Gompholobium minus,2867,NSWFFRDv2.1,"{""Keith David pers. comm."",""Specht Rayson Jackman 1958"",""EcoGIS 2002""}","{""Life span"",""15-25 (9), <25 (33), present at 20 yo site (105)""}",NA,NA,NA,25,15
97443,surv5,Gompholobium minus,2867,NSWFFRDv2.1,"{""Keith David pers. comm."",""Specht Rayson Jackman 1958"",""EcoGIS 2002""}","{""Life span"",""15-25 (9), <25 (33), present at 20 yo site (105)""}",NA,NA,NA,25,15
97444,surv5,Gonocarpus longifolius,3242,NSWFFRDv2.1,NA,"{""Life span"",short?}",{uncertain},NA,NA,NA,NA
97445,surv5,Gonocarpus micranthus,3243,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",<5}","{""Cell color index 12""}",NA,NA,5,NA
97446,surv5,Gonocarpus micranthus subsp. micranthus,8649,NSWFFRDv2.1,NA,"{""Life span"",<5}",NA,NA,NA,5,NA
97447,surv5,Gonocarpus montanus,3244,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97448,surv5,Gonocarpus salsoloides,3246,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-20}","{""Cell color index 12""}",NA,NA,20,5
97449,surv5,Gonocarpus salsoloides,3246,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-20}","{""Cell color index 12""}",NA,NA,20,5
97450,surv5,Gonocarpus tetragynus,3247,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97451,surv5,Gonocarpus tetragynus,3247,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",indefinite}","{""Cell color index 12""}",NA,NA,NA,NA
97452,surv5,Gonocarpus teucrioides,3248,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-20}","{""Cell color index 12""}",NA,NA,20,5
97453,surv5,Gonocarpus teucrioides,3248,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",5-20}","{""Cell color index 12""}",NA,NA,20,5
97454,surv5,Goodenia bellidifolia subsp. bellidifolia,8711,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",""25-60 (1, 9)""}",NA,NA,NA,60,25
97455,surv5,Goodenia bellidifolia subsp. bellidifolia,8711,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn"",""Keith David pers. comm.""}","{""Life span"",""25-60 (1, 9)""}",NA,NA,NA,60,25
97456,surv5,Goodenia bellidifolia subsp. bellidifolia,8711,NSWFFRDv2.1,"{""Clemens Franklin 1980""}","{""Life span"",""absent or rare in 10 yo heath (46)""}",NA,NA,NA,NA,NA
97457,surv5,Goodenia dimorpha var. dimorpha,8874,NSWFFRDv2.1,"{""Keith David pers. comm.""}","{""Life span"",25-60}","{""Cell color index 12""}",NA,NA,60,25
97458,surv5,Goodenia hederacea subsp. alpestris,7958,NSWFFRDv2.1,"{""Wahren Papst Williams 1999""}","{""Life span"",10?}","{""Cell color index 12"",uncertain}",NA,10,NA,NA
97459,surv5,Goodenia macbarronii,9168,NSWFFRDv2.1,NA,"{""Life span"",annual}",NA,NA,NA,NA,NA
97460,surv5,Goodenia ovata,3192,NSWFFRDv2.1,"{""Chesterfield Taylor Molnar 1990""}","{""Life span"",<30?}","{""Cell color index 12"",uncertain}",NA,NA,30,NA
97461,surv5,Goodenia paniculata,7057,NSWFFRDv2.1,"{""Benson McDougall Ecology Sydney Plant Species Cunn""}","{""Life span"",short}","{""Cell color index 12""}",NA,NA,NA,NA
