"dcterms_rightsHolder","dcterms_rights","dcterms_language","dcterms_type","dcterms_modified","dcterms_available","speciesID","taxonRank","kingdomID","kingdom","classID","class","orderID","order","familyID","family","sortOrder","genusID","genus","parentSpeciesID","specificEpithet","infraspecificEpithet","scientificNameAuthorship","scientificNameID","speciesCode_Synonym","scientificName","scientificNameHTML","vernacularName","otherVernacularNames","taxonID","currentScientificNameCode","currentScientificName","currentVernacularName","isCurrent","generalTypeID","generalType","establishmentMeans","primaryGrowthForm","primaryGrowthFormGroup","secondaryGrowthForms","secondaryGrowthFormGroups","stateConservation","protectedInNSW","sensitivityClass","TSProfileID","countryConservation","highThreatWeed","widelyCultivatedNativeSpecies","CAMBA","JAMBA","ROKAMBA"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:39:33.617+11:00","1995-12-15T13:52:12+11:00",9797,"Species",139,"Plantae",38,"Flora",137,"Flora",201,"Thymelaeaceae",18510,3754,"Pimelea",9797,"stricta",NA,"Meisn.",9797,"6191","Pimelea stricta","<em>Pimelea stricta</em>","Gaunt Rice-flower",NA,9797,"6191","Pimelea stricta","Gaunt Rice-flower","true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:39:39.287+11:00","1995-12-15T13:52:12+11:00",9798,"Species",139,"Plantae",38,"Flora",137,"Flora",228,"Elaeocarpaceae",9800,4208,"Tetratheca",9798,"bauerifolia",NA,"F.Muell. ex Schuch.",9798,"6201","Tetratheca bauerifolia","<em>Tetratheca bauerifolia</em>",NA,NA,9798,"6201","Tetratheca bauerifolia",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2020-01-22T14:42:43.55+11:00","1995-12-15T13:52:13+11:00",9799,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7623,4068,"Senecio",9799,"georgianus",NA,"DC.",9799,"1659","Senecio georgianus","<em>Senecio georgianus</em>",NA,NA,9799,"1659","Senecio georgianus",NA,"true",174,"Herbs and Forbs","Extinct in NSW, Native",NA,NA,NA,NA,"Extinct","false","Not Sensitive",20216,"Extinct",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2022-07-07T11:01:01.93+10:00","2022-07-07T11:01:01.93+10:00",9800,"Species",139,"Plantae",38,"Flora",137,"Flora",278,"Asparagaceae",6626,2155,"Arthropodium",24383,"strictum",NA,"R.Br.",9800,"3545","Dichopogon strictus","<em>Dichopogon strictus</em>","Chocolate Lily",NA,24383,"15291","Arthropodium strictum","Chocolate Lily","false",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:27:29.71+11:00","1995-12-15T13:52:13+11:00",9801,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7258,3064,"Helichrysum",9801,"leucopsideum",NA,"DC.",9801,"1494","Helichrysum leucopsideum","<em>Helichrysum leucopsideum</em>","Satin Everlasting",NA,9801,"1494","Helichrysum leucopsideum","Satin Everlasting","true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:48:19.783+11:00","1998-08-12T13:42:12+10:00",9802,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7482,3622,"Ozothamnus",12639,"secundiflorus",NA,"(Wakef.) C.Jeffrey",9802,"1504","Helichrysum secundiflorum","<em>Helichrysum secundiflorum</em>",NA,NA,12639,"9968","Ozothamnus secundiflorus","Cascade Everlasting","false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:35:08.343+11:00","1995-12-15T13:52:14+11:00",9803,"Species",139,"Plantae",38,"Flora",137,"Flora",156,"Myrtaceae",13762,3290,"Leptospermum",9803,"microcarpum",NA,"Cheel",9803,"4225","Leptospermum microcarpum","<em>Leptospermum microcarpum</em>",NA,NA,9803,"4225","Leptospermum microcarpum",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:35:56.533+11:00","1995-12-15T13:52:15+11:00",9806,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14544,3880,"Pterostylis",9806,"decurva",NA,"R.S.Rogers",9806,"4547","Pterostylis decurva","<em>Pterostylis decurva</em>","Summer Grasshood",NA,9806,"4547","Pterostylis decurva","Summer Grasshood","true",179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-11-30T17:23:11.633+11:00","1995-12-15T13:49:38+11:00",9807,"Forma",139,"Plantae",38,"Flora",137,"Flora",202,"Sapindaceae",17865,2025,"Alectryon",9807,"subdentatus","subdentatus","(F.Muell. ex Benth.) Radlk.",9807,"5876","Alectryon subdentatus","<em>Alectryon subdentatus</em>",NA,NA,9390,"7358","Alectryon subdentatus f. subdentatus",NA,"false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:39:11.833+11:00","1995-12-15T13:52:16+11:00",9808,"Species",139,"Plantae",38,"Flora",137,"Flora",173,"Solanaceae",18178,2769,"Duboisia",9808,"hopwoodii",NA,"(F.Muell.) F.Muell.",9808,"6035","Duboisia hopwoodii","<em>Duboisia hopwoodii</em>","Pituri",NA,9808,"6035","Duboisia hopwoodii","Pituri","true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:37:19.987+11:00","1995-12-15T13:48:40+11:00",9809,"Species",139,"Plantae",38,"Flora",137,"Flora",194,"Polygonaceae",16268,3987,"Rumex",9233,"dumosus",NA,"A.Cunn. ex Meisn.",9809,"7087","Rumex dumosus var. dumosus","<em>Rumex dumosus </em>var.<em> dumosus</em>",NA,NA,9233,"5300","Rumex dumosus","Wiry Dock","false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:32:40.7+11:00","1995-12-15T13:52:07+11:00",9810,"Species",139,"Plantae",38,"Flora",137,"Flora",158,"Lauraceae",12311,2401,"Cassytha",9784,"pubescens",NA,"R.Br.",9810,"7944","Cassytha phaeolasia","<em>Cassytha phaeolasia</em>",NA,NA,9784,"3469","Cassytha pubescens","Downy Dodder-laurel","false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:43:53.027+11:00","1995-12-15T13:52:17+11:00",9811,"Species",139,"Plantae",38,"Flora",137,"Flora",235,"Cyatheaceae",9213,2619,"Cyathea",9811,"cunninghamii",NA,"Hook.f.",9811,"8077","Cyathea cunninghamii","<em>Cyathea cunninghamii</em>","Slender Treefern",NA,9811,"8077","Cyathea cunninghamii","Slender Treefern","true",171,"Ferns and Cycads","Alive in NSW, Native","Tree fern","Other (OG)",NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:44:48.73+11:00","1995-12-15T13:52:17+11:00",9812,"Species",139,"Plantae",38,"Flora",137,"Flora",181,"Goodeniaceae",11567,3001,"Goodenia",9812,"willisiana",NA,"Carolin",9812,"8489","Goodenia willisiana","<em>Goodenia willisiana</em>",NA,NA,9812,"8489","Goodenia willisiana",NA,"true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:33:45.28+11:00","1995-12-15T13:53:05+11:00",9813,"Species",139,"Plantae",38,"Flora",137,"Flora",431,"Fabaceae (Mimosoideae)",11149,1950,"Acacia",9938,"longissima",NA,"H.L.Wendl.",9813,"8500","Acacia linearis","<em>Acacia linearis</em>",NA,NA,9938,"3817","Acacia longissima","Long-leaf Wattle","false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:44:59.153+11:00","1995-12-15T13:52:18+11:00",9814,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7108,2579,"Craspedia",9814,"coolaminica",NA,"Everett & Joy Thomps.",9814,"8565","Craspedia coolaminica","<em>Craspedia coolaminica</em>",NA,NA,9814,"8565","Craspedia coolaminica",NA,"true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:43:48.153+11:00","1995-12-15T13:52:18+11:00",9815,"Species",139,"Plantae",38,"Flora",137,"Flora",256,"Athyriaceae",7825,2727,"Diplazium",9815,"dilatatum",NA,"Blume",9815,"8044","Diplazium dilatatum","<em>Diplazium dilatatum</em>",NA,NA,9815,"8044","Diplazium dilatatum",NA,"true",171,"Ferns and Cycads","Alive in NSW, Native","Fern and fern allies","Fern (EG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:22:47.343+11:00","2007-01-16T16:54:17+11:00",9816,"Species",139,"Plantae",38,"Flora",137,"Flora",238,"Sapotaceae",17963,3550,"Niemeyera",17166,"whitei",NA,"(Aubrev.) Jessup",9816,"5935","Niemeyera prunifera","<em>Niemeyera prunifera</em>",NA,NA,17166,"11957","Niemeyera whitei","Rusty Plum, Plum Boxwood","false",185,"Trees","Alive in NSW, Native",NA,NA,NA,NA,"Vulnerable","false","Not Sensitive",10044,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2006-01-30T17:20:48+11:00","1995-12-15T13:52:19+11:00",9817,"Species",139,"Plantae",38,"Flora",137,"Flora",209,"Cyperaceae",9365,2641,"Cyperus",9817,"reflexus",NA,"Vahl",9817,"2391","Cyperus reflexus","<em>Cyperus reflexus</em>",NA,NA,9817,"2391","Cyperus reflexus",NA,"true",NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:29:32.807+11:00","1995-12-15T13:57:10+11:00",9818,"Species",139,"Plantae",38,"Flora",137,"Flora",209,"Cyperaceae",9368,2641,"Cyperus",10591,"rigidellus",NA,"(Benth.) J.M.Black",9818,"2401","Cyperus subpinnatus","<em>Cyperus subpinnatus</em>",NA,NA,10591,"2392","Cyperus rigidellus",NA,"false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:21:33.467+11:00","1995-12-15T13:52:19+11:00",9819,"Species",139,"Plantae",38,"Flora",137,"Flora",157,"Apiaceae",6253,3133,"Hydrocotyle",9819,"algida",NA,"Wakef.",9819,"1122","Hydrocotyle algida","<em>Hydrocotyle algida</em>","Pennywort",NA,9819,"1122","Hydrocotyle algida","Pennywort","true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:44:56.793+11:00","1995-12-15T13:52:20+11:00",9820,"Species",139,"Plantae",38,"Flora",137,"Flora",239,"Casuarinaceae",8522,2036,"Allocasuarina",9820,"gymnanthera",NA,"L.A.S.Johnson",9820,"8551","Allocasuarina gymnanthera","<em>Allocasuarina gymnanthera</em>",NA,NA,9820,"8551","Allocasuarina gymnanthera",NA,"true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:26:31.693+11:00","1995-12-15T13:52:20+11:00",9821,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7098,2577,"Cotula",9821,"australis",NA,"(Sieber ex Spreng.) Hook.f.",9821,"1412","Cotula australis","<em>Cotula australis</em>","Common Cotula",NA,9821,"1412","Cotula australis","Common Cotula","true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:41:14.383+11:00","1995-12-15T13:52:20+11:00",9822,"Species",139,"Plantae",38,"Flora",137,"Flora",161,"Lamiaceae",12266,4209,"Teucrium",9822,"albicaule",NA,"Toelken",9822,"6895","Teucrium albicaule","<em>Teucrium albicaule</em>",NA,NA,9822,"6895","Teucrium albicaule",NA,"true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:41:15.977+11:00","1995-12-15T13:52:21+11:00",9823,"Species",139,"Plantae",38,"Flora",137,"Flora",174,"Chenopodiaceae",8680,2739,"Dissocarpus",9823,"fontinalis",NA,"Paul G.Wilson",9823,"6905","Dissocarpus fontinalis","<em>Dissocarpus fontinalis</em>",NA,NA,9823,"6905","Dissocarpus fontinalis",NA,"true",NA,NA,"Alive in NSW, Native","Chenopod","Shrub (SG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2007-02-27T19:02:04+11:00","1995-12-15T13:52:21+11:00",9824,"Species",139,"Plantae",38,"Flora",137,"Flora",220,"Apocynaceae",6365,3400,"Mandevilla",9824,"laxa",NA,"(Ruiz & Pav.) Woodson",9824,"7005","Mandevilla laxa","<em>Mandevilla laxa</em>","Chilean Jasmine",NA,9824,"7005","Mandevilla laxa","Chilean Jasmine","true",NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:47:31.08+11:00","1997-09-29T16:15:08+10:00",9825,"Species",139,"Plantae",38,"Flora",137,"Flora",321,"Marsileaceae",12913,3409,"Marsilea",12223,"costulifera",NA,"D.L.Jones",9825,"8136","Marsilea angustifolia","<em>Marsilea angustifolia</em>",NA,NA,12223,"9632","Marsilea costulifera",NA,"false",171,"Ferns and Cycads","Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2007-02-27T19:02:07+11:00","1995-12-15T13:11:01+11:00",9826,"Species",139,"Plantae",38,"Flora",137,"Flora",209,"Cyperaceae",9458,3186,"Isolepis",3030,"marginata",NA,"(Thunb.) A.Dietr.",9826,"8473","Scirpus marginatus","<em>Scirpus marginatus</em>",NA,NA,3030,"2455","Isolepis marginata",NA,"false",NA,NA,"Introduced",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:30:05.79+11:00","1995-12-15T13:52:22+11:00",9827,"Species",139,"Plantae",38,"Flora",137,"Flora",204,"Droseraceae",9740,2762,"Drosera",9827,"arcturi",NA,"Hook.",9827,"2555","Drosera arcturi","<em>Drosera arcturi</em>",NA,NA,9827,"2555","Drosera arcturi",NA,"true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-11-30T17:22:53.353+11:00","1995-12-15T13:36:08+11:00",9828,"Variety",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14684,4217,"Thelymitra",9828,"ixioides","ixioides","Sw.",9828,"4597","Thelymitra ixioides","<em>Thelymitra ixioides</em>","Dotted Sun Orchid",NA,7199,"8968","Thelymitra ixioides var. ixioides","Dotted Sun Orchid","false",179,"Orchids","Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:37:53.583+11:00","1995-12-15T13:52:23+11:00",9829,"Species",139,"Plantae",38,"Flora",137,"Flora",167,"Proteaceae",16791,3695,"Persoonia",9829,"levis",NA,"(Cav.) Domin",9829,"5462","Persoonia levis","<em>Persoonia levis</em>","Broad-leaved Geebung",NA,9829,"5462","Persoonia levis","Broad-leaved Geebung","true",NA,NA,"Alive in NSW, Native","Shrub","Shrub (SG)","Tree","Tree (TG)","Not Listed","true","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:40:02.727+11:00","1995-12-15T13:52:23+11:00",9830,"Species",139,"Plantae",38,"Flora",137,"Flora",222,"Zingiberaceae",18842,2047,"Alpinia",9830,"caerulea",NA,"(R.Br.) Benth.",9830,"6340","Alpinia caerulea","<em>Alpinia caerulea</em>","Native Ginger",NA,9830,"6340","Alpinia caerulea","Native Ginger","true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-11-30T17:22:47.12+11:00","1995-12-15T13:12:48+11:00",9831,"Variety",139,"Plantae",38,"Flora",137,"Flora",188,"Ulmaceae",18589,4263,"Trema",11670,"tomentosa","aspera","(Brongn.) Hewson",9831,"6816","Trema aspera","<em>Trema aspera</em>","Native Peach",NA,3339,"6761","Trema tomentosa var. aspera","Native Peach","false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:41:23.71+11:00","1995-12-15T13:52:24+11:00",9832,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",309,"Viscaceae",18735,3215,"Korthalsella",10921,"rubra","rubra","(Tiegh.) Engl.",9832,"6973","Korthalsella rubra subsp. rubra","<em>Korthalsella rubra </em>subsp.<em> rubra</em>","Jointed Mistletoe",NA,9832,"6973","Korthalsella rubra subsp. rubra","Jointed Mistletoe","true",NA,NA,"Alive in NSW, Native","Epiphyte","Other (OG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2018-07-11T12:44:01.023+10:00","1995-12-15T13:52:24+11:00",9833,"Variety",139,"Plantae",38,"Flora",137,"Flora",332,"Primulaceae",16458,3369,"Lysimachia",9737,"vulgaris","davurica","(Ledeb.) Knuth",9833,"7073","Lysimachia vulgaris var. davurica","<em>Lysimachia vulgaris </em>var.<em> davurica</em>","Yellow Loosestrife",NA,9833,"7073","Lysimachia vulgaris var. davurica","Yellow Loosestrife","true",174,"Herbs and Forbs","Alive in NSW, Native","Forb","Forb (FG)","Shrub","Shrub (SG)","Endangered","false","Category 3",10498,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:43:34.31+11:00","1995-12-15T13:52:24+11:00",9834,"Species",139,"Plantae",38,"Flora",137,"Flora",157,"Apiaceae",6270,3133,"Hydrocotyle",9834,"sibthorpioides",NA,"Lam.",9834,"7961","Hydrocotyle sibthorpioides","<em>Hydrocotyle sibthorpioides</em>",NA,NA,9834,"7961","Hydrocotyle sibthorpioides",NA,"true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2020-08-05T22:49:02.047+10:00","2011-03-14T08:55:42+11:00",15087,"Species",139,"Plantae",38,"Flora",2729,"Asparagales",1217,"Boryaceae",19956,2019,"Alania",20495,"spp.",NA,"Endl.",15087,"ALLA","Allania spp.","<em>Allania spp.</em>",NA,NA,20495,"ALNI","Alania spp.",NA,"false",NA,NA,"Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:19:43.183+11:00","1999-05-27T17:42:57+10:00",9835,"Subspecies",139,"Plantae",38,"Flora",137,"Flora",221,"Blechnaceae",7938,2261,"Blechnum",9835,"penna-marina","alpina","(R.Br.) T.C.Chambers & P.A.Farrant",9835,"8061","Blechnum penna-marina","<em>Blechnum penna-marina</em>","Alpine Water Fern",NA,13239,"10521","Blechnum penna-marina subsp. alpina","Alpine Water Fern","false",171,"Ferns and Cycads","Alive in NSW, Native",NA,NA,NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2022-12-15T20:04:47.42+11:00","1995-12-15T13:52:25+11:00",9836,"Species",139,"Plantae",38,"Flora",137,"Flora",234,"Potamogetonaceae",16406,4407,"Zannichellia",9836,"palustris",NA,"L.",9836,"6339","Zannichellia palustris","<em>Zannichellia palustris</em>",NA,NA,9836,"6339","Zannichellia palustris",NA,"true",164,"Aquatic Plants","Alive in NSW, Native","Forb","Forb (FG)","Fern and fern allies","Fern (EG)","Endangered","false","Not Sensitive",10847,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2022-12-07T17:47:44.88+11:00","2022-12-07T17:03:03.15+11:00",9837,"Species",139,"Plantae",38,"Flora",137,"Flora",209,"Cyperaceae",9507,3378,"Machaerina",24430,"johnsonii",NA,"(K.L.Wilson) K.L.Wilson",9837,"2298","Baumea johnsonii","<em>Baumea johnsonii</em>",NA,NA,24430,"15322","Machaerina johnsonii",NA,"false",NA,NA,"Alive in NSW, Native","Sedge","Grass & grasslike (GG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:29:17.663+11:00","1995-12-15T13:52:26+11:00",9838,"Species",139,"Plantae",38,"Flora",137,"Flora",209,"Cyperaceae",9232,2314,"Bulbostylis",9838,"densa",NA,"(Wall.) Hand.-Mazz.",9838,"2308","Bulbostylis densa","<em>Bulbostylis densa</em>",NA,NA,9838,"2308","Bulbostylis densa",NA,"true",NA,NA,"Alive in NSW, Native","Sedge","Grass & grasslike (GG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2020-09-14T14:44:23.97+10:00","1995-12-15T13:52:26+11:00",9839,"Species",139,"Plantae",38,"Flora",137,"Flora",170,"Orchidaceae",14304,2746,"Diuris",9839,"bracteata",NA,"Fitzg.",9839,"4442","Diuris bracteata","<em>Diuris bracteata</em>",NA,NA,9839,"4442","Diuris bracteata",NA,"true",179,"Orchids","Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Endangered","true","Category 2",20036,"Extinct",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:37:24.847+11:00","1995-12-15T13:52:26+11:00",9840,"Species",139,"Plantae",38,"Flora",137,"Flora",332,"Primulaceae",16471,4006,"Samolus",9840,"repens",NA,"(J.R.Forst. & G.Forst.) Pers.",9840,"5337","Samolus repens","<em>Samolus repens</em>","Creeping Brookweed",NA,9840,"5337","Samolus repens","Creeping Brookweed","true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2022-12-13T18:30:23.687+11:00","2022-12-13T18:28:09.193+11:00",9841,"Species",139,"Plantae",38,"Flora",137,"Flora",921,"Phrymaceae",14950,2794,"Elacholoma",24451,"prostrata",NA,"(Benth.) W.R.Barker & Beardsley",9841,"5985","Mimulus prostratus","<em>Mimulus prostratus</em>","Small Monkey-flower",NA,24451,"15339","Elacholoma prostrata","Small Monkey-flower","false",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:41:48.743+11:00","1995-12-15T13:52:27+11:00",9842,"Species",139,"Plantae",38,"Flora",137,"Flora",165,"Asteraceae",7264,3077,"Hemisteptia",9842,"lyrata",NA,"Bunge",9842,"7163","Hemisteptia lyrata","<em>Hemisteptia lyrata</em>",NA,NA,9842,"7163","Hemisteptia lyrata",NA,"true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
"NSW Dept of Planning, Industry and Environment","CC-BY 4.0","en","service","2017-10-04T17:42:08.837+11:00","1995-12-15T13:52:27+11:00",9843,"Species",139,"Plantae",38,"Flora",137,"Flora",169,"Campanulaceae",8349,4366,"Wahlenbergia",9843,"luteola",NA,"P.J.Sm.",9843,"7314","Wahlenbergia luteola","<em>Wahlenbergia luteola</em>","Bluebell",NA,9843,"7314","Wahlenbergia luteola","Bluebell","true",NA,NA,"Alive in NSW, Native","Forb","Forb (FG)",NA,NA,"Not Listed","false","Not Sensitive",NA,"Not Listed",NA,NA,"false","false","false"
