Kingdom,Class,Family,Species Code,Scientific Name,Exotic,Common Name,NSW status,Comm. status,Records,Info
Plantae,Flora,Acanthaceae,ACNTC,Acanthaceae indeterminate,*,Acanthaceae,,,6,
Plantae,Flora,Acanthaceae,11324,Acanthus mollis,*,Bear's Breeches,,,35,
Plantae,Flora,Acanthaceae,11287,Acanthus spinosus,*,Spine Acanthus,,,3,
Plantae,Flora,Acanthaceae,10753,Asystasia gangetica,*,,,,6,
Plantae,Flora,Acanthaceae,10427,Avicennia marina subsp. australasica,,Grey Mangrove,,,1221,
Plantae,Flora,Acanthaceae,AVIC,Avicennia spp.,,,,,3,
Plantae,Flora,Acanthaceae,1003,Brunoniella australis,,Blue Trumpet,,,10289,
Plantae,Flora,Acanthaceae,1004,Brunoniella pumilio,,Dwarf Blue Trumpet,,,1727,
Plantae,Flora,Acanthaceae,11057,Brunoniella spiciflora,,,,,20,
Plantae,Flora,Acanthaceae,BRUN,Brunoniella spp.,,,,,97,
Plantae,Flora,Acanthaceae,7053,Dipteracanthus australasicus subsp. australasicus,,,,,17,
Plantae,Flora,Acanthaceae,8630,Dipteracanthus australasicus subsp. corynothecus,,,E1,,4,
Plantae,Flora,Acanthaceae,12627,Eranthemum pulchellum,*,,,,3,
Plantae,Flora,Acanthaceae,10847,Harnieria hygrophiloides,,Native Justicia,E1,,76,
Plantae,Flora,Acanthaceae,9202,Hygrophila angustifolia,,,,,35,
Plantae,Flora,Acanthaceae,11241,Hygrophila costata,*,,,,17,
Plantae,Flora,Acanthaceae,HYGR,Hygrophila spp.,,,,,2,
Plantae,Flora,Acanthaceae,10770,Hypoestes aristata,*,,,,14,
Plantae,Flora,Acanthaceae,10226,Hypoestes floribunda,,,,,5,
Plantae,Flora,Acanthaceae,10227,Hypoestes floribunda var. floribunda,,,,,2,
Plantae,Flora,Acanthaceae,7405,Hypoestes floribunda var. pubescens,,,,,23,
Plantae,Flora,Acanthaceae,10771,Hypoestes phyllostachya,*,,,,67,
Plantae,Flora,Acanthaceae,HYPT,Hypoestes spp.,,,,,3,
Plantae,Flora,Acanthaceae,7310,Isoglossa eranthemoides,,Isoglossa,E1,E,87,
Plantae,Flora,Acanthaceae,ISOG,Isoglossa spp.,,,,,1,
Plantae,Flora,Acanthaceae,11208,Justicia betonica,*,,,,2,
Plantae,Flora,Acanthaceae,12259,Justicia caudata,*,,,,1,
Plantae,Flora,Acanthaceae,12629,Mackaya bella,*,,,,3,
Plantae,Flora,Acanthaceae,12564,Odontonema callistachyum,*,,,,1,
Plantae,Flora,Acanthaceae,12419,Odontonema tubaeforme,*,,,,14,
Plantae,Flora,Acanthaceae,1010,Pseuderanthemum variabile,,Pastel Flower,,,8251,
Plantae,Flora,Acanthaceae,9256,Rostellularia adscendens,,Pink Tongues,,,1457,
Plantae,Flora,Acanthaceae,12393,Rostellularia adscendens var. adscendens,,,,,1511,
Plantae,Flora,Acanthaceae,12348,Rostellularia adscendens var. latifolia,,,,,69,
Plantae,Flora,Acanthaceae,12394,Rostellularia adscendens var. pogonanthera,,Pink Tongues,,,304,
Plantae,Flora,Acanthaceae,7044,Rostellularia obtusa,,,,,7,
Plantae,Flora,Acanthaceae,ROST,Rostellularia spp.,,,,,21,
Plantae,Flora,Acanthaceae,12630,Ruellia dipteracanthus,*,,,,2,
Plantae,Flora,Acanthaceae,12631,Ruellia squarrosa,*,,,,22,
Plantae,Flora,Acanthaceae,12632,Ruellia tweediana,*,,,,2,
Plantae,Flora,Acanthaceae,12145,Stephanophysum longifolium,*,,,,2,
Plantae,Flora,Acanthaceae,12043,Strobilanthes anisophyllus,*,Goldfussia,,,7,
Plantae,Flora,Acanthaceae,1012,Thunbergia alata,*,Black-eyed Susan,,,402,
Plantae,Flora,Acanthaceae,THUN,Thunbergia spp.,*,,,,2,
Plantae,Flora,Acanthaceae,1013,Xerothamnella parvifolia,,Small-leaved Little Dry Shrub,E1,V,15,
Plantae,Flora,Acrobolbaceae,11534,Goebelobryum spp.,,,,,1,
Plantae,Flora,Acrobolbaceae,11535,Lethocolea spp.,,,,,1,
Plantae,Flora,Actinidiaceae,13804,Actinidia chinensis,*,Kiwi Fruit,,,6,
Plantae,Flora,Adoxaceae,1953,Sambucus australasica,,Native Elderberry,,,501,
Plantae,Flora,Adoxaceae,1954,Sambucus gaudichaudiana,,White Elderberry,,,152,
Plantae,Flora,Adoxaceae,1955,Sambucus nigra,*,Common Elder,,,53,
Plantae,Flora,Adoxaceae,SAMB,Sambucus spp.,,,,,9,
Plantae,Flora,Adoxaceae,11807,Viburnum japonicum,*,,,,4,
Plantae,Flora,Adoxaceae,11375,Viburnum opulus,*,European cranberrybush,,,3,
Plantae,Flora,Adoxaceae,VIBU,Viburnum spp.,*,,,,33,
Plantae,Flora,Adoxaceae,1956,Viburnum suspensum,*,,,,7,
Plantae,Flora,Adoxaceae,11676,Viburnum tinus,*,,,,51,
Plantae,Flora,Agavaceae,1016,Agave americana,*,Century Plant,,,210,
Plantae,Flora,Agavaceae,11669,Agave attenuata,*,,,,79,
Plantae,Flora,Agavaceae,AGAV,Agave spp.,*,,,,121,
Plantae,Flora,Agavaceae,12195,Agave vivipara,*,,,,5,
Plantae,Flora,Agavaceae,11768,Beaucarnea recurvata,*,,,,21,
Plantae,Flora,Agavaceae,7893,Furcraea foetida,*,,,,27,
Plantae,Flora,Agavaceae,FURC,Furcraea spp.,*,,,,3,
Plantae,Flora,Agavaceae,1021,Yucca aloifolia,*,Spanish Bayonet,,,178,
Plantae,Flora,Agavaceae,11795,Yucca brevifolia,*,Joshua tree,,,1,
Plantae,Flora,Agavaceae,YUCC,Yucca spp.,,,,,130,
Plantae,Flora,Aizoaceae,1022,Aptenia cordifolia,*,Heartleaf Ice Plant,,,64,
Plantae,Flora,Aizoaceae,APTE,Aptenia spp.,*,,,,1,
Plantae,Flora,Aizoaceae,1023,Carpobrotus aequilaterus,*,Angled Pigface,,,25,
Plantae,Flora,Aizoaceae,1024,Carpobrotus edulis,*,Glaucous Pigface,,,28,
Plantae,Flora,Aizoaceae,1025,Carpobrotus glaucescens,,Pigface,,,609,
Plantae,Flora,Aizoaceae,12636,Carpobrotus modestus,,,,,3,
Plantae,Flora,Aizoaceae,CARO,Carpobrotus spp.,,,,,28,
Plantae,Flora,Aizoaceae,7082,Disphyma crassifolium subsp. clavellatum,,,,,449,
Plantae,Flora,Aizoaceae,12470,Drosanthemum candens,*,Redondo Creeper,,,2,
Plantae,Flora,Aizoaceae,12637,Drosanthemum floribundum,*,,,,2,
Plantae,Flora,Aizoaceae,7476,Galenia pubescens,*,Galenia,,,1759,
Plantae,Flora,Aizoaceae,GALE,Galenia spp.,*,,,,11,
Plantae,Flora,Aizoaceae,1028,Gunniopsis papillata,,,,,26,
Plantae,Flora,Aizoaceae,1029,Gunniopsis quadrifida,,,,,60,
Plantae,Flora,Aizoaceae,1030,Gunniopsis septifraga,,,,,10,
Plantae,Flora,Aizoaceae,12638,Gunniopsis zygophylloides,,,,,1,
Plantae,Flora,Aizoaceae,7030,Lampranthus multiradiatus,*,,,,3,
Plantae,Flora,Aizoaceae,LAMP,Lampranthus spp.,*,,,,3,
Plantae,Flora,Aizoaceae,1032,Lampranthus tegens,*,,,,128,
Plantae,Flora,Aizoaceae,3907,Macarthuria neocambrica,,,,,62,
Plantae,Flora,Aizoaceae,12274,Malephora crocea,*,Angular Pigface,,,2,
Plantae,Flora,Aizoaceae,1033,Mesembryanthemum aitonis,*,Angled Ice Plant,,,2,
Plantae,Flora,Aizoaceae,1034,Mesembryanthemum crystallinum,*,Common Ice Plant,,,103,
Plantae,Flora,Aizoaceae,1035,Mesembryanthemum nodiflorum,*,Small Ice Plant,,,133,
Plantae,Flora,Aizoaceae,MESE,Mesembryanthemum spp.,*,,,,4,
Plantae,Flora,Aizoaceae,7120,Micropterum papulosum,*,,,,17,
Plantae,Flora,Aizoaceae,14879,Psilocaulon granulicaule,*,Wiry Noon-flower,,,84,
Plantae,Flora,Aizoaceae,1036,Psilocaulon tenue,*,Wiry Noon-flower,,,244,
Plantae,Flora,Aizoaceae,1037,Sarcozona praecox,,Sarcozona,,,63,
Plantae,Flora,Aizoaceae,6574,Sesuvium portulacastrum,,,,,84,
Plantae,Flora,Aizoaceae,11183,Tetragonia decumbens,*,,,,15,
Plantae,Flora,Aizoaceae,1038,Tetragonia eremaea,,,,,495,
Plantae,Flora,Aizoaceae,9657,Tetragonia microptera,*,,,,2,
Plantae,Flora,Aizoaceae,10540,Tetragonia moorei,,,,,1621,
Plantae,Flora,Aizoaceae,TETR,Tetragonia spp.,,,,,150,
Plantae,Flora,Aizoaceae,11185,Tetragonia tetragonioides,,New Zealand Spinach,,,3599,
Plantae,Flora,Aizoaceae,7795,Trianthema portulacastrum,*,Giant Pigweed,,,13,
Plantae,Flora,Aizoaceae,TRIA,Trianthema spp.,,,,,11,
Plantae,Flora,Aizoaceae,15377,Trianthema triquetrum,,,,,1112,
Plantae,Flora,Aizoaceae,6504,Zaleya galericulata,,Hogweed,,,273,
Plantae,Flora,Aizoaceae,7094,Zaleya galericulata subsp. australis,,,,,152,
Plantae,Flora,Aizoaceae,8525,Zaleya galericulata subsp. galericulata,,,,,44,
Plantae,Flora,Aizoaceae,ZALE,Zaleya spp.,,,,,5,
Plantae,Flora,Akaniaceae,8978,Akania bidwillii,,Turnipwood,,,392,
Plantae,Flora,Alismataceae,6493,Alisma lanceolatum,*,,,,29,
Plantae,Flora,Alismataceae,1043,Alisma plantago-aquatica,,Water Plantain,,,235,
Plantae,Flora,Alismataceae,ALIS,Alisma spp.,,,,,8,
Plantae,Flora,Alismataceae,1044,Damasonium minus,,Starfruit,,,987,
Plantae,Flora,Alismataceae,DAMA,Damasonium spp.,,,,,9,
Plantae,Flora,Alismataceae,1046,Sagittaria montevidensis,*,Arrowhead,,,61,
Plantae,Flora,Alismataceae,10248,Sagittaria montevidensis subsp. calycina,*,,,,15,
Plantae,Flora,Alismataceae,11230,Sagittaria platyphylla,*,Sagittaria,,,172,
Plantae,Flora,Alismataceae,SAGI,Sagittaria spp.,*,,,,3,
Plantae,Flora,Alliaceae,11777,Agapanthus africanus,*,Lily of the Nile,,,93,
Plantae,Flora,Alliaceae,10418,Agapanthus praecox subsp. orientalis,*,,,,881,
Plantae,Flora,Alliaceae,AGAP,Agapanthus spp.,*,,,,329,
Plantae,Flora,Alliaceae,3511,Allium ampeloprasum,*,Wild Leek,,,1,
Plantae,Flora,Alliaceae,3512,Allium neapolitanum,*,Flowering Onion,,,1,
Plantae,Flora,Alliaceae,7652,Allium oleraceum,*,Field Garlic,,,1,
Plantae,Flora,Alliaceae,11910,Allium schoenoprasum,*,Wild Chives,,,2,
Plantae,Flora,Alliaceae,ALLI,Allium spp.,*,,,,20,
Plantae,Flora,Alliaceae,3513,Allium triquetrum,*,Three-corned Garlic,,,37,
Plantae,Flora,Alliaceae,3554,Ipheion uniflorum,*,Spring Star-flower,,,2,
Plantae,Flora,Alliaceae,8963,Nothoscordum borbonicum,*,Onion Weed,,,621,
Plantae,Flora,Alliaceae,14523,Tulbaghia violacea,*,Society Garlic,,,1,
Plantae,Flora,Alstroemeriaceae,10857,Alstroemeria aurea,*,Lily of the Incas,,,1,
Plantae,Flora,Alstroemeriaceae,6970,Alstroemeria pulchella,*,Parrot Alstroemeria,,,114,
Plantae,Flora,Alstroemeriaceae,ALSR,Alstroemeria spp.,*,,,,14,
Plantae,Flora,Amaranthaceae,6468,Achyranthes aspera,,Chaff Flower,,,52,
Plantae,Flora,Amaranthaceae,10543,Aerva javanica,*,Kapok Bush,,,1,
Plantae,Flora,Amaranthaceae,7113,Alternanthera angustifolia,,,,,182,
Plantae,Flora,Amaranthaceae,6478,Alternanthera denticulata,,Lesser Joyweed,,,22504,
Plantae,Flora,Amaranthaceae,7079,Alternanthera nana,,Hairy Joyweed,,,1001,
Plantae,Flora,Amaranthaceae,1049,Alternanthera nodiflora,,Common Joyweed,,,645,
Plantae,Flora,Amaranthaceae,1050,Alternanthera philoxeroides,*,Alligator Weed,,,393,
Plantae,Flora,Amaranthaceae,7191,Alternanthera pungens,*,Khaki Weed,,,973,
Plantae,Flora,Amaranthaceae,8485,Alternanthera sp. A,,,,,1006,
Plantae,Flora,Amaranthaceae,ALTE,Alternanthera spp.,,Joyweed,,,499,
Plantae,Flora,Amaranthaceae,1051,Amaranthus albus,*,Tumbleweed,,,72,
Plantae,Flora,Amaranthaceae,12641,Amaranthus blitoides,*,,,,1,
Plantae,Flora,Amaranthaceae,10420,Amaranthus blitum,*,,,,18,
Plantae,Flora,Amaranthaceae,11045,Amaranthus caudatus,*,Love-lies Bleeding,,,8,
Plantae,Flora,Amaranthaceae,1052,Amaranthus cruentus,*,Redshank,,,7,
Plantae,Flora,Amaranthaceae,10544,Amaranthus cuspidifolius,,,,,9,
Plantae,Flora,Amaranthaceae,1053,Amaranthus deflexus,*,Spreading Amaranth,,,21,
Plantae,Flora,Amaranthaceae,1054,Amaranthus grandiflorus,,Large-flower Amaranth,,,32,
Plantae,Flora,Amaranthaceae,1055,Amaranthus hybridus,*,Slim Amaranth,,,287,
Plantae,Flora,Amaranthaceae,1057,Amaranthus macrocarpus,,Dwarf Amaranth,,,214,
Plantae,Flora,Amaranthaceae,9092,Amaranthus macrocarpus var. macrocarpus,,,,,151,
Plantae,Flora,Amaranthaceae,9093,Amaranthus macrocarpus var. pallidus,,,,,69,
Plantae,Flora,Amaranthaceae,1058,Amaranthus mitchellii,,Boggabri Weed,,,254,
Plantae,Flora,Amaranthaceae,1059,Amaranthus muricatus,*,Roughfruit Amaranth,,,5,
Plantae,Flora,Amaranthaceae,1060,Amaranthus powellii,*,Powell's Amaranth,,,196,
Plantae,Flora,Amaranthaceae,1061,Amaranthus quitensis,*,South American Amaranth,,,17,
Plantae,Flora,Amaranthaceae,1062,Amaranthus retroflexus,*,Redroot Amaranth,,,209,
Plantae,Flora,Amaranthaceae,1063,Amaranthus spinosus,*,Needle Burr,,,29,
Plantae,Flora,Amaranthaceae,AMAR,Amaranthus spp.,,Amaranth,,,362,
Plantae,Flora,Amaranthaceae,1064,Amaranthus viridis,*,Green Amaranth,,,280,
Plantae,Flora,Amaranthaceae,7896,Deeringia amaranthoides,,,,,310,
Plantae,Flora,Amaranthaceae,1065,Deeringia arborescens,,,,,88,
Plantae,Flora,Amaranthaceae,DEER,Deeringia spp.,,,,,2,
Plantae,Flora,Amaranthaceae,1066,Froelichia gracilis,*,,,,3,
Plantae,Flora,Amaranthaceae,7056,Gomphrena celosioides,*,Gomphrena Weed,,,984,
Plantae,Flora,Amaranthaceae,GOMR,Gomphrena spp.,,,,,17,
Plantae,Flora,Amaranthaceae,6575,Guilleminea densa,*,Small Matweed,,,22,
Plantae,Flora,Amaranthaceae,12083,Hemichroa diandra,,Mallee Hemichroa,,,16,
Plantae,Flora,Amaranthaceae,1067,Nyssanthes diffusa,,Barbwire Weed,,,808,
Plantae,Flora,Amaranthaceae,1068,Nyssanthes erecta,,,,,98,
Plantae,Flora,Amaranthaceae,NYSS,Nyssanthes spp.,,,,,11,
Plantae,Flora,Amaranthaceae,1070,Ptilotus erubescens,,,,,60,
Plantae,Flora,Amaranthaceae,6599,Ptilotus exaltatus var. exaltatus,,Tall Mulla Mulla,P,,725,
Plantae,Flora,Amaranthaceae,1072,Ptilotus extenuatus,,,E4,,2,
Plantae,Flora,Amaranthaceae,1073,Ptilotus gaudichaudii,,,,,91,
Plantae,Flora,Amaranthaceae,7453,Ptilotus gaudichaudii var. gaudichaudii,,,,,74,
Plantae,Flora,Amaranthaceae,7378,Ptilotus gaudichaudii var. parviflorus,,,,,82,
Plantae,Flora,Amaranthaceae,1074,Ptilotus indivisus,,,,,16,
Plantae,Flora,Amaranthaceae,7810,Ptilotus latifolius var. latifolius,,,,,19,
Plantae,Flora,Amaranthaceae,15054,Ptilotus leucocoma,,Small Purple Foxtail,,,76,
Plantae,Flora,Amaranthaceae,1077,Ptilotus macrocephalus,,Green Pussytails,,,104,
Plantae,Flora,Amaranthaceae,1078,Ptilotus nobilis,,Yellowtails,,,217,
Plantae,Flora,Amaranthaceae,1079,Ptilotus obovatus,,Smoke Bush,P,,538,
Plantae,Flora,Amaranthaceae,7132,Ptilotus obovatus var. obovatus,,Silver Tails,P,,575,
Plantae,Flora,Amaranthaceae,6416,Ptilotus obovatus var. parviflorus,,,P,,10,
Plantae,Flora,Amaranthaceae,1081,Ptilotus polystachyus var. polystachyus,,Long Tails,,,745,
Plantae,Flora,Amaranthaceae,14031,Ptilotus remotiflorus,,,,,23,
Plantae,Flora,Amaranthaceae,8523,Ptilotus semilanatus,,Lambs tails,,,398,
Plantae,Flora,Amaranthaceae,1082,Ptilotus seminudus,,,,,155,
Plantae,Flora,Amaranthaceae,7828,Ptilotus sessilifolius var. sessilifolius,,,,,759,
Plantae,Flora,Amaranthaceae,7822,Ptilotus spathulatus f. spathulatus,,Pussy-tails,,,437,
Plantae,Flora,Amaranthaceae,PTIL,Ptilotus spp.,,,,,235,
Plantae,Flora,Amaryllidaceae,AMRDC,Amaryllidaceae indeterminate,*,Amaryllid bulbs,,,3,
Plantae,Flora,Amaryllidaceae,3516,Amaryllis belladonna,*,Belladonna Lily,,,9,
Plantae,Flora,Amaryllidaceae,3537,Calostemma purpureum,,Garland Lily,,,438,
Plantae,Flora,Amaryllidaceae,CALS,Calostemma spp.,,,,,7,
Plantae,Flora,Amaryllidaceae,11699,Clivia miniata,*,,,,188,
Plantae,Flora,Amaryllidaceae,CLIV,Clivia spp.,*,,,,61,
Plantae,Flora,Amaryllidaceae,6607,Crinum flaccidum,,Darling Lily,,,502,
Plantae,Flora,Amaryllidaceae,12461,Crinum moorei,*,,,,8,
Plantae,Flora,Amaryllidaceae,3539,Crinum pedunculatum,,Swamp Lily,,,439,
Plantae,Flora,Amaryllidaceae,CRIN,Crinum spp.,,,,,15,
Plantae,Flora,Amaryllidaceae,10455,Hippeastrum puniceum,*,,,,4,
Plantae,Flora,Amaryllidaceae,14661,Hippeastrum spp.,*,,,,1,
Plantae,Flora,Amaryllidaceae,3550,Hymenocallis caribaea,*,Caribbean Spider Lily,,,2,
Plantae,Flora,Amaryllidaceae,11920,Hymenocallis littoralis,*,beach spiderlily,,,3,
Plantae,Flora,Amaryllidaceae,3558,Leucojum aestivum,*,Snowflake,,,20,
Plantae,Flora,Amaryllidaceae,11705,Narcissus jonquilla,*,,,,8,
Plantae,Flora,Amaryllidaceae,7750,Narcissus pseudonarcissus,*,Daffodil,,,12,
Plantae,Flora,Amaryllidaceae,NARC,Narcissus spp.,*,,,,32,
Plantae,Flora,Amaryllidaceae,10476,Narcissus tazetta,*,,,,7,
Plantae,Flora,Amaryllidaceae,11124,Nerine filifolia,*,,,,1,
Plantae,Flora,Amaryllidaceae,3565,Proiphys cunninghamii,,,,,30,
Plantae,Flora,Amaryllidaceae,3582,Zephyranthes candida,*,,,,7,
Plantae,Flora,Amaryllidaceae,14056,Zephyranthes carinata,*,,,,2,
Plantae,Flora,Anacardiaceae,14729,Cotinus coggygria,*,European Smoketree,,,2,
Plantae,Flora,Anacardiaceae,7734,Euroschinus falcatus var. falcatus,,Ribbonwood,,,1212,
Plantae,Flora,Anacardiaceae,EURO,Euroschinus spp.,,,,,2,
Plantae,Flora,Anacardiaceae,11673,Harpephyllum caffrum,*,,,,66,
Plantae,Flora,Anacardiaceae,9351,Mangifera indica,*,Mango,,,138,
Plantae,Flora,Anacardiaceae,14230,Mangifera spp.,*,,,,5,
Plantae,Flora,Anacardiaceae,9604,Pistacia chinensis,*,Chinese Pistachio,,,79,
Plantae,Flora,Anacardiaceae,PIST,Pistacia spp.,*,,,,4,
Plantae,Flora,Anacardiaceae,1085,Rhodosphaera rhodanthema,,Deep Yellowwood,,,111,
Plantae,Flora,Anacardiaceae,1086,Schinus areira,*,Pepper Tree,,,1028,
Plantae,Flora,Anacardiaceae,SCHU,Schinus spp.,*,,,,42,
Plantae,Flora,Anacardiaceae,10918,Schinus terebinthifolius,*,Brazilian Pepper Tree,,,81,
Plantae,Flora,Anacardiaceae,10050,Toxicodendron succedaneum,*,Rhus Tree,,,114,
Plantae,Flora,Aneuraceae,13806,Riccardia bipinnatifida,,,,,2,
Plantae,Flora,Aneuraceae,11536,Riccardia crassa,,,,,1,
Plantae,Flora,Aneuraceae,11537,Riccardia spp.,,,,,7,
Plantae,Flora,Annonaceae,15046,Huberantha nitidissima,,"Shiny-leaf Tree, Canary Beech",,,3,
Plantae,Flora,Annonaceae,10534,Meiogyne stenopetala subsp. stenopetala,,,,,195,
Plantae,Flora,Annonaceae,1088,Polyalthia nitidissima,,Shiny-leaf Tree,,,38,
Plantae,Flora,Annonaceae,RAUW,Rauwenhoffia spp.,,,,,1,
Plantae,Flora,Annonaceae,14224,Uvaria leichhardtii,,,,,508,
Plantae,Flora,Anthericaceae,ANTHC,Anthericaceae indeterminate,,,,,54,
Plantae,Flora,Anthericaceae,3534,Caesia alpina,,Alpine Grass-lily,,,26,
Plantae,Flora,Anthericaceae,6896,Caesia calliantha,,,,,118,
Plantae,Flora,Anthericaceae,3535,Caesia parviflora,,Pale Grass-lily,,,931,
Plantae,Flora,Anthericaceae,7501,Caesia parviflora var. minor,,Small Pale Grass-lily,E1,,357,
Plantae,Flora,Anthericaceae,7183,Caesia parviflora var. parviflora,,,,,669,
Plantae,Flora,Anthericaceae,7333,Caesia parviflora var. vittata,,,,,282,
Plantae,Flora,Anthericaceae,CAES,Caesia spp.,,,,,103,
Plantae,Flora,Anthericaceae,3538,Chlorophytum comosum,*,Spider Plant,,,805,
Plantae,Flora,Anthericaceae,CHLR,Chlorophytum spp.,*,,,,19,
Plantae,Flora,Anthericaceae,6830,Corynotheca licrota,,Club-fruit Lily,,,28,
Plantae,Flora,Anthericaceae,10258,Corynotheca micrantha var. divaricata,,Sand Lily,,,1,
Plantae,Flora,Anthericaceae,3549,Herpolirion novae-zelandiae,,Sky Lily,,,12,
Plantae,Flora,Anthericaceae,6752,Laxmannia compacta,,,,,610,
Plantae,Flora,Anthericaceae,3556,Laxmannia gracilis,,Slender Wire Lily,,,4572,
Plantae,Flora,Anthericaceae,10261,Laxmannia orientalis,,,,,33,
Plantae,Flora,Anthericaceae,LAXM,Laxmannia spp.,,,,,40,
Plantae,Flora,Anthericaceae,3567,Sowerbaea juncea,,Vanilla Plant,,,919,
Plantae,Flora,Anthericaceae,SOWE,Sowerbaea spp.,,,,,1,
Plantae,Flora,Anthericaceae,3571,Thysanotus baueri,,Fringe-lily,,,447,
Plantae,Flora,Anthericaceae,3572,Thysanotus juncifolius,,,,,659,
Plantae,Flora,Anthericaceae,3573,Thysanotus patersonii,,Twining Fringe-Lily,,,963,
Plantae,Flora,Anthericaceae,THYS,Thysanotus spp.,,,,,179,
Plantae,Flora,Anthericaceae,3574,Thysanotus tuberosus,,Common Fringe-lily,,,1383,
Plantae,Flora,Anthericaceae,6932,Thysanotus tuberosus subsp. parviflorus,,,,,6,
Plantae,Flora,Anthericaceae,6427,Thysanotus tuberosus subsp. tuberosus,,,,,732,
Plantae,Flora,Anthericaceae,3575,Thysanotus virgatus,,,,,25,
Plantae,Flora,Anthericaceae,8765,Tricoryne anceps subsp. pterocaulon,,,,,65,
Plantae,Flora,Anthericaceae,7355,Tricoryne elatior,,Yellow Autumn-lily,,,5985,
Plantae,Flora,Anthericaceae,3577,Tricoryne simplex,,,,,349,
Plantae,Flora,Anthericaceae,TRIC,Tricoryne spp.,,,,,82,
Plantae,Flora,Aphanopetalaceae,2266,Aphanopetalum resinosum,,Gum Vine,,,1652,
Plantae,Flora,Apiaceae,1090,Aciphylla glacialis,,Mountain Celery,,,163,
Plantae,Flora,Apiaceae,1091,Aciphylla simplicifolia,,Mountain Aciphyll,,,434,
Plantae,Flora,Apiaceae,ACIP,Aciphylla spp.,,,,,2,
Plantae,Flora,Apiaceae,1092,Actinotus forsythii,,Pink Flannel Flower,P,,52,
Plantae,Flora,Apiaceae,1093,Actinotus gibbonsii,,,P,,344,
Plantae,Flora,Apiaceae,1094,Actinotus helianthi,,Flannel Flower,P,,2618,
Plantae,Flora,Apiaceae,1095,Actinotus minor,,Lesser Flannel Flower,,,3457,
Plantae,Flora,Apiaceae,1096,Actinotus paddisonii,,,P,,18,
Plantae,Flora,Apiaceae,ACTI,Actinotus spp.,,,P,,14,
Plantae,Flora,Apiaceae,1098,Ammi majus,*,Bishop's Weed,,,421,
Plantae,Flora,Apiaceae,AMMI,Ammi spp.,*,,,,3,
Plantae,Flora,Apiaceae,1099,Ammi visnaga,*,,,,1,
Plantae,Flora,Apiaceae,1100,Anethum graveolens,*,Dill,,,1,
Plantae,Flora,Apiaceae,12650,Angelica archangelica,*,,,,1,
Plantae,Flora,Apiaceae,APIAC,Apiaceae indeterminate,*,Umbellifers,,,43,
Plantae,Flora,Apiaceae,12651,Apium australe,,,,,12,
Plantae,Flora,Apiaceae,1101,Apium graveolens,*,Celery,,,55,
Plantae,Flora,Apiaceae,1104,Apium prostratum,,Sea Celery,,,185,
Plantae,Flora,Apiaceae,10421,Apium prostratum subsp. howense,,,,,12,
Plantae,Flora,Apiaceae,11823,Apium prostratum var. filiforme,,,,,82,
Plantae,Flora,Apiaceae,11824,Apium prostratum var. prostratum,,,,,75,
Plantae,Flora,Apiaceae,14079,Apium sp. nov. (Ebor Falls),,,,,1,
Plantae,Flora,Apiaceae,APIU,Apium spp.,,,,,24,
Plantae,Flora,Apiaceae,6505,Berula erecta,*,Water Parsnip,,,32,
Plantae,Flora,Apiaceae,13774,Bifora testiculata,*,,,,12,
Plantae,Flora,Apiaceae,1106,Centella asiatica,,Indian Pennywort,,,7509,
Plantae,Flora,Apiaceae,8754,Centella cordifolia,,,,,272,
Plantae,Flora,Apiaceae,CENE,Centella spp.,,,,,167,
Plantae,Flora,Apiaceae,CICL,Ciclospermum spp.,*,,,,7,
Plantae,Flora,Apiaceae,1107,Conium maculatum,*,Hemlock,,,355,
Plantae,Flora,Apiaceae,CONI,Conium spp.,*,,,,3,
Plantae,Flora,Apiaceae,11064,Coriandrum sativum,*,Coriander,,,10,
Plantae,Flora,Apiaceae,11067,Crithmum maritimum,*,Samphire,,,8,
Plantae,Flora,Apiaceae,11195,Cyclospermum leptophyllum,*,Slender Celery,,,4085,
Plantae,Flora,Apiaceae,1108,Daucus carota,*,Wild Carrot,,,404,
Plantae,Flora,Apiaceae,1109,Daucus glochidiatus,,Native Carrot,,,11184,
Plantae,Flora,Apiaceae,10109,Daucus glochidiatus f. A,,,,,45,
Plantae,Flora,Apiaceae,10107,Daucus glochidiatus f. B,,,,,13,
Plantae,Flora,Apiaceae,9077,Daucus glochidiatus f. C,,,,,75,
Plantae,Flora,Apiaceae,9596,Daucus glochidiatus f. D,,Native Carrot,,,97,
Plantae,Flora,Apiaceae,10106,Daucus glochidiatus f. E,,,,,3,
Plantae,Flora,Apiaceae,8805,Daucus glochidiatus f. F,,Native Carrot,,,144,
Plantae,Flora,Apiaceae,10108,Daucus glochidiatus f. G,,Native Carrot,,,67,
Plantae,Flora,Apiaceae,DAUC,Daucus spp.,,,,,145,
Plantae,Flora,Apiaceae,10104,Dichosciadium ranunculaceum var. ranunculaceum,,,,,42,
Plantae,Flora,Apiaceae,11298,Diplaspis nivis,,,,,67,
Plantae,Flora,Apiaceae,1113,Eryngium expansum,,,,,38,
Plantae,Flora,Apiaceae,1114,Eryngium maritimum,*,Sea Holly,,,13,
Plantae,Flora,Apiaceae,10681,Eryngium ovinum,,Blue Devil,,,1039,
Plantae,Flora,Apiaceae,10871,Eryngium paludosum,,Long Eryngium,,,226,
Plantae,Flora,Apiaceae,6453,Eryngium pandanifolium,*,,,,12,
