Kingdom,Class,Family,Species Code,Scientific Name,Exotic,Common Name,NSW status,Comm. status,Records,Info
Plantae,Flora,Fabaceae (Mimosoideae),13098,Acacia papyrocarpa,,,,,2,
Plantae,Flora,Fabaceae (Mimosoideae),3845,Acacia paradoxa,,Kangaroo Thorn,,,1582,
Plantae,Flora,Fabaceae (Mimosoideae),3846,Acacia parramattensis,,Parramatta Wattle,,,4921,
Plantae,Flora,Fabaceae (Mimosoideae),3847,Acacia parvipinnula,,Silver-stemmed Wattle,,,2022,
Plantae,Flora,Fabaceae (Mimosoideae),10792,Acacia pedina,,,,,37,
Plantae,Flora,Fabaceae (Mimosoideae),3848,Acacia pendula,,Acacia pendula population in the Hunter catchment,E2,,2625,
Plantae,Flora,Fabaceae (Mimosoideae),3848,Acacia pendula,,"Weeping Myall, Boree",,,4292,
Plantae,Flora,Fabaceae (Mimosoideae),3849,Acacia penninervis,,Mountain Hickory,,,1044,
Plantae,Flora,Fabaceae (Mimosoideae),10923,Acacia penninervis var. longiracemosa,,Hickory Wattle,,,11,
Plantae,Flora,Fabaceae (Mimosoideae),10922,Acacia penninervis var. penninervis,,Mountain Hickory,,,724,
Plantae,Flora,Fabaceae (Mimosoideae),3850,Acacia petraea,,Lancewood,E1,,3397,
Plantae,Flora,Fabaceae (Mimosoideae),3851,Acacia phasmoides,,Phantom Wattle,V,V,94,
Plantae,Flora,Fabaceae (Mimosoideae),10783,Acacia piligera,,,,,195,
Plantae,Flora,Fabaceae (Mimosoideae),3852,Acacia pilligaensis,,Pilliga Wattle,,,361,
Plantae,Flora,Fabaceae (Mimosoideae),3853,Acacia podalyriifolia,,Queensland Silver Wattle,,,418,
Plantae,Flora,Fabaceae (Mimosoideae),3854,Acacia polybotrya,,Western Silver Wattle,,,327,
Plantae,Flora,Fabaceae (Mimosoideae),3855,Acacia pravifolia,,Coil-pod Wattle,,,195,
Plantae,Flora,Fabaceae (Mimosoideae),3856,Acacia pravissima,,Wedge-leaved Wattle,,,315,
Plantae,Flora,Fabaceae (Mimosoideae),3857,Acacia prominens,,Gosford Wattle,,,526,
Plantae,Flora,Fabaceae (Mimosoideae),3857,Acacia prominens,,"Gosford Wattle, Hurstville and Kogarah Local Government Areas",E2,,15,
Plantae,Flora,Fabaceae (Mimosoideae),3858,Acacia pruinosa,,Frosty Wattle,,,198,
Plantae,Flora,Fabaceae (Mimosoideae),3859,Acacia ptychoclada,,,,,106,
Plantae,Flora,Fabaceae (Mimosoideae),3860,Acacia pubescens,,Downy Wattle,V,V,6263,
Plantae,Flora,Fabaceae (Mimosoideae),14726,Acacia pubescens x baileyana,,,,,1,
Plantae,Flora,Fabaceae (Mimosoideae),9405,Acacia pubifolia,,Velvet Wattle,E1,V,5878,
Plantae,Flora,Fabaceae (Mimosoideae),11041,Acacia pulchella var. pulchella,*,Prickly Moses,,,1,
Plantae,Flora,Fabaceae (Mimosoideae),3861,Acacia pycnantha,,Golden Wattle,,,284,
Plantae,Flora,Fabaceae (Mimosoideae),3862,Acacia pycnostachya,,Bolivia Wattle,V,V,75,
Plantae,Flora,Fabaceae (Mimosoideae),3863,Acacia quadrilateralis,,,,,101,
Plantae,Flora,Fabaceae (Mimosoideae),12042,Acacia ramulosa var. ramulosa,,Horse Mulga,,,75,
Plantae,Flora,Fabaceae (Mimosoideae),3866,Acacia rhigiophylla,,Dagger-leaved Wattle,,,51,
Plantae,Flora,Fabaceae (Mimosoideae),3867,Acacia rigens,,Needle Wattle,,,805,
Plantae,Flora,Fabaceae (Mimosoideae),3868,Acacia rivalis,,Creek Wattle,E1,,9,
Plantae,Flora,Fabaceae (Mimosoideae),3869,Acacia rubida,,Red-stemmed Wattle,,,1668,
Plantae,Flora,Fabaceae (Mimosoideae),3870,Acacia ruppii,,Rupp's Wattle,E1,E,2629,
Plantae,Flora,Fabaceae (Mimosoideae),3871,Acacia saliciformis,,,,,265,
Plantae,Flora,Fabaceae (Mimosoideae),3872,Acacia salicina,,Cooba,,,2070,
Plantae,Flora,Fabaceae (Mimosoideae),3873,Acacia saligna,*,Golden Wreath Wattle,,,866,
Plantae,Flora,Fabaceae (Mimosoideae),8394,Acacia scabra,*,,,,2,
Plantae,Flora,Fabaceae (Mimosoideae),3874,Acacia schinoides,,Green Cedar Wattle,,,371,
Plantae,Flora,Fabaceae (Mimosoideae),6702,Acacia sclerophylla var. sclerophylla,,Hard-leaved Wattle,,,127,
Plantae,Flora,Fabaceae (Mimosoideae),11337,Acacia semilunata,*,,,,1,
Plantae,Flora,Fabaceae (Mimosoideae),15332,Acacia sericophylla,,Wirewood,,,31,
Plantae,Flora,Fabaceae (Mimosoideae),12441,Acacia serpentinicola,,,,,27,
Plantae,Flora,Fabaceae (Mimosoideae),10784,Acacia sertiformis,,,,,387,
Plantae,Flora,Fabaceae (Mimosoideae),12072,Acacia sibirica,,Bastard Mulga,,,87,
Plantae,Flora,Fabaceae (Mimosoideae),3876,Acacia siculiformis,,Dagger Wattle,,,288,
Plantae,Flora,Fabaceae (Mimosoideae),3877,Acacia silvestris,,Bodalla Silver Wattle,,,293,
Plantae,Flora,Fabaceae (Mimosoideae),11934,Acacia simmonsiana var. bacharoides,,,,,18,
Plantae,Flora,Fabaceae (Mimosoideae),14487,Acacia sp. aff. atrox,,,,,9,
Plantae,Flora,Fabaceae (Mimosoideae),11042,Acacia sparsiflora,,,,,18,
Plantae,Flora,Fabaceae (Mimosoideae),3878,Acacia spectabilis,,Mudgee Wattle,,,942,
Plantae,Flora,Fabaceae (Mimosoideae),ACAC,Acacia spp.,,Wattle,,,3879,
Plantae,Flora,Fabaceae (Mimosoideae),3879,Acacia stenophylla,,River Cooba,,,3433,
Plantae,Flora,Fabaceae (Mimosoideae),3880,Acacia stricta,,Straight Wattle,,,624,
Plantae,Flora,Fabaceae (Mimosoideae),3881,Acacia suaveolens,,Sweet Wattle,,,6113,
Plantae,Flora,Fabaceae (Mimosoideae),3882,Acacia subporosa,,River Wattle,,,571,
Plantae,Flora,Fabaceae (Mimosoideae),3883,Acacia subtilinervis,,Net-veined wattle,,,291,
Plantae,Flora,Fabaceae (Mimosoideae),3884,Acacia subulata,,Awl-leaved Wattle,,,141,
Plantae,Flora,Fabaceae (Mimosoideae),3885,Acacia terminalis,,Sunshine Wattle,,,5865,
Plantae,Flora,Fabaceae (Mimosoideae),10793,Acacia terminalis subsp. angustifolia,,,,,662,
Plantae,Flora,Fabaceae (Mimosoideae),10794,Acacia terminalis subsp. aurea,,,,,242,
Plantae,Flora,Fabaceae (Mimosoideae),10795,Acacia terminalis subsp. botrycephala,,,,,4,
Plantae,Flora,Fabaceae (Mimosoideae),15210,Acacia terminalis subsp. Eastern Sydney,,Sunshine wattle,E1,E,2446,
Plantae,Flora,Fabaceae (Mimosoideae),9984,Acacia terminalis subsp. longiaxialis,,,,,206,
Plantae,Flora,Fabaceae (Mimosoideae),8766,Acacia tessellata,,,,,99,
Plantae,Flora,Fabaceae (Mimosoideae),3886,Acacia tetragonophylla,,Dead Finish,,,605,
Plantae,Flora,Fabaceae (Mimosoideae),3888,Acacia torringtonensis,,,,,398,
Plantae,Flora,Fabaceae (Mimosoideae),3889,Acacia trachyphloia,,Bodalla Wattle,,,188,
Plantae,Flora,Fabaceae (Mimosoideae),3890,Acacia trinervata,,Three-veined Wattle,,,162,
Plantae,Flora,Fabaceae (Mimosoideae),3891,Acacia trineura,,Three-nerved Wattle,,,83,
Plantae,Flora,Fabaceae (Mimosoideae),3892,Acacia triptera,,Spurwing Wattle,,,696,
Plantae,Flora,Fabaceae (Mimosoideae),3893,Acacia ulicifolia,,Prickly Moses,,,9634,
Plantae,Flora,Fabaceae (Mimosoideae),3894,Acacia uncinata,,Gold-dust Wattle,,,575,
Plantae,Flora,Fabaceae (Mimosoideae),10785,Acacia undulifolia,,,,,54,
Plantae,Flora,Fabaceae (Mimosoideae),8865,Acacia venulosa,,,,,381,
Plantae,Flora,Fabaceae (Mimosoideae),3895,Acacia verniciflua,,Varnish Wattle,,,954,
Plantae,Flora,Fabaceae (Mimosoideae),11245,Acacia verticillata subsp. verticillata,,,,,84,
Plantae,Flora,Fabaceae (Mimosoideae),3897,Acacia vestita,,Weeping Boree,,,304,
Plantae,Flora,Fabaceae (Mimosoideae),3898,Acacia victoriae,,,,,674,
Plantae,Flora,Fabaceae (Mimosoideae),9701,Acacia victoriae subsp. arida,,Prickly Wattle,,,87,
Plantae,Flora,Fabaceae (Mimosoideae),9700,Acacia victoriae subsp. victoriae,,Elegant Wattle,,,176,
Plantae,Flora,Fabaceae (Mimosoideae),3899,Acacia viscidula,,Sticky Wattle,,,403,
Plantae,Flora,Fabaceae (Mimosoideae),13104,Acacia wattsiana,,,,,1,
Plantae,Flora,Fabaceae (Mimosoideae),3900,Acacia wilhelmiana,,Wilhelm's Wattle,,,407,
Plantae,Flora,Fabaceae (Mimosoideae),10796,Acacia williamsiana,,,,,67,
Plantae,Flora,Fabaceae (Mimosoideae),9675,Acacia williamsonii,,Whirrakee Wattle,,,2,
Plantae,Flora,Fabaceae (Mimosoideae),14701,Acacia yalwalensis,,Yalwal Wattle,,,13,
Plantae,Flora,Fabaceae (Mimosoideae),11909,Albizia julibrissin,*,,,,4,
Plantae,Flora,Fabaceae (Mimosoideae),ALBI,Albizia spp.,*,,,,7,
Plantae,Flora,Fabaceae (Mimosoideae),7894,Archidendron grandiflorum,,Pink Lace Flower,,,320,
Plantae,Flora,Fabaceae (Mimosoideae),7757,Archidendron hendersonii,,White Lace Flower,V,,406,
Plantae,Flora,Fabaceae (Mimosoideae),8324,Archidendron muellerianum,,Veiny Lace Flower,,,468,
Plantae,Flora,Fabaceae (Mimosoideae),12193,Desmanthus virgatus,*,Dwarf Koa,,,1,
Plantae,Flora,Fabaceae (Mimosoideae),11603,Inga edulis,*,Ice cream bean,,,18,
Plantae,Flora,Fabaceae (Mimosoideae),7758,Leucaena leucocephala,*,,,,14,
Plantae,Flora,Fabaceae (Mimosoideae),12225,Mimosa pudica var. hispida,*,Common Sensitive Plant,,,2,
Plantae,Flora,Fabaceae (Mimosoideae),10056,Neptunia dimorphantha,,,,,1,
Plantae,Flora,Fabaceae (Mimosoideae),10823,Neptunia gracilis f. gracilis,,Sensitive Plant,,,627,
Plantae,Flora,Fabaceae (Mimosoideae),NEPT,Neptunia spp.,,,,,18,
Plantae,Flora,Fabaceae (Mimosoideae),8840,Pararchidendron pruinosum var. pruinosum,,Snow Wood,,,584,
Plantae,Flora,Fabaceae (Mimosoideae),11224,Paraserianthes lophantha subsp. lophantha,*,Crested Wattle,,,82,
Plantae,Flora,Fabaceae (Mimosoideae),6612,Prosopis glandulosa var. glandulosa,*,,,,9,
Plantae,Flora,Fabaceae (Mimosoideae),9786,Prosopis juliflora x velutina,*,,,,1,
Plantae,Flora,Fabaceae (Mimosoideae),10905,Prosopis pallida,*,Algaroba,,,2,
Plantae,Flora,Fabaceae (Mimosoideae),PROO,Prosopis spp.,*,,,,2,
Plantae,Flora,Fabaceae (Mimosoideae),3905,Prosopis velutina,*,Velvet Mesquite,,,42,
Plantae,Flora,Fabaceae (Mimosoideae),13108,Serianthes calycina,*,,,,2,
Plantae,Flora,Fabaceae (Mimosoideae),13109,Serianthes sachetae,*,,,,1,
Plantae,Flora,Fabaceae (Mimosoideae),12157,Vachellia farnesiana,*,Mimosa Bush,,,1140,
Plantae,Flora,Fagaceae,11675,Quercus palustris,*,Pin Oak,,,23,
Plantae,Flora,Fagaceae,11330,Quercus robur,*,English Oak,,,114,
Plantae,Flora,Fagaceae,QUER,Quercus spp.,*,,,,76,
Plantae,Flora,Flacourtiaceae,8440,Berberidopsis beckleri,,,,,174,
Plantae,Flora,Flacourtiaceae,13110,Caeseria pachyphylla,*,,,,2,
Plantae,Flora,Flacourtiaceae,3108,Casearia multinervosa,,Casearia,,,110,
Plantae,Flora,Flacourtiaceae,3109,Dovyalis caffra,*,Kei Apple,,,31,
Plantae,Flora,Flacourtiaceae,3110,Scolopia braunii,,Flintwood,,,1061,
Plantae,Flora,Flacourtiaceae,3112,Streptothamnus moorei,,,,,101,
Plantae,Flora,Flacourtiaceae,10513,Xylosma maidenii,,,,,151,
Plantae,Flora,Flacourtiaceae,10514,Xylosma parvifolia,,Mountain Xylosma,E4A,E,63,
Plantae,Flora,Flacourtiaceae,3114,Xylosma terrae-reginae,,Queensland Xylosma,E1,,80,
Plantae,Flora,Flagellariaceae,7106,Flagellaria indica,,Whip Vine,,,1125,
Plantae,Flora,Flagellariaceae,FLAG,Flagellaria spp.,,,,,1,
Plantae,Flora,Fossombroniaceae,11549,Fossombronia spp.,,,,,30,
Plantae,Flora,Frankeniaceae,7362,Frankenia annua,,,,,6,
Plantae,Flora,Frankeniaceae,3116,Frankenia connata,,,,,47,
Plantae,Flora,Frankeniaceae,3117,Frankenia crispa,,,,,1,
Plantae,Flora,Frankeniaceae,7800,Frankenia cupularis,,,,,1,
Plantae,Flora,Frankeniaceae,3118,Frankenia foliosa,,,,,102,
Plantae,Flora,Frankeniaceae,3119,Frankenia gracilis,,,,,22,
Plantae,Flora,Frankeniaceae,7040,Frankenia latior,,,,,1,
Plantae,Flora,Frankeniaceae,6570,Frankenia pauciflora,,,,,2,
Plantae,Flora,Frankeniaceae,7099,Frankenia pulverulenta,*,,,,2,
Plantae,Flora,Frankeniaceae,3121,Frankenia serpyllifolia,,,,,168,
Plantae,Flora,Frankeniaceae,9435,Frankenia sp. A,,,,,2,
Plantae,Flora,Frankeniaceae,FRAN,Frankenia spp.,,,,,49,
Plantae,Flora,Frankeniaceae,3122,Frankenia uncinata,,,,,25,
Plantae,Flora,Frullaniaceae,8195,Frullania falciloba,,,,,3,
Plantae,Flora,Frullaniaceae,FRUL,Frullania spp.,,,,,19,
Plantae,Flora,Fumariaceae,3124,Fumaria bastardii,*,Bastards Fumitory,,,247,
Plantae,Flora,Fumariaceae,7396,Fumaria capreolata subsp. capreolata,*,Climbing Fumitory,,,256,
Plantae,Flora,Fumariaceae,3126,Fumaria densiflora,*,Narrow-leaved Fumitory,,,112,
Plantae,Flora,Fumariaceae,3127,Fumaria indica,*,,,,17,
Plantae,Flora,Fumariaceae,9367,Fumaria muralis subsp. muralis,*,Wall Fumitory,,,1646,
Plantae,Flora,Fumariaceae,3129,Fumaria officinalis,*,,,,93,
Plantae,Flora,Fumariaceae,9649,Fumaria officinalis subsp. officinalis,*,,,,10,
Plantae,Flora,Fumariaceae,3130,Fumaria parviflora,*,Small-flowered Fumitory,,,18,
Plantae,Flora,Fumariaceae,FUMA,Fumaria spp.,*,Fumitory,,,648,
Plantae,Flora,Fumariaceae,13715,Lamprocapnos spectabilis,*,,,,1,
Plantae,Flora,Fumariaceae,9648,Pseudofumaria alba subsp. alba,*,,,,3,
Plantae,Flora,Funariaceae,13738,Funaria hygrometrica,*,,,,4,
Plantae,Flora,Gentianaceae,3131,Centaurium erythraea,*,Common Centaury,,,6226,
Plantae,Flora,Gentianaceae,13111,Centaurium pulchellum,,,,,1,
Plantae,Flora,Gentianaceae,CENA,Centaurium spp.,*,,,,994,
Plantae,Flora,Gentianaceae,3133,Centaurium tenuiflorum,*,"Branched Centaury, Slender centaury",,,2410,
Plantae,Flora,Gentianaceae,13112,Chionogentias diemensis,,,,,1,
Plantae,Flora,Gentianaceae,3134,Cicendia filiformis,*,,,,5,
Plantae,Flora,Gentianaceae,3135,Cicendia quadrangularis,*,,,,167,
Plantae,Flora,Gentianaceae,CICE,Cicendia spp.,*,,,,1,
Plantae,Flora,Gentianaceae,7397,Gentiana baeuerlenii,,Baeuerlen's Gentian,E1,E,2,
Plantae,Flora,Gentianaceae,7416,^Gentiana bredboensis,,Bredbo Gentian,"E4A,2",CE,7,
Plantae,Flora,Gentianaceae,7631,^^Gentiana wingecarribiensis,,Wingecarribee Gentian,"E4A,3",E,39,
Plantae,Flora,Gentianaceae,7787,Gentiana wissmannii,,New England Gentian,E4A,CE,24,
Plantae,Flora,Gentianaceae,14545,Gentianella barringtonensis,,Barrington Snow Gentian,,,10,
Plantae,Flora,Gentianaceae,14547,Gentianella cunninghamii subsp. cunninghamii,,Cunningham's snow-gentian,,,32,
Plantae,Flora,Gentianaceae,3136,Gentianella diemensis,,,,,11,
Plantae,Flora,Gentianaceae,14548,Gentianella muelleriana,,,,,125,
Plantae,Flora,Gentianaceae,14550,Gentianella muelleriana subsp. alpestris,,,,,77,
Plantae,Flora,Gentianaceae,14549,Gentianella muelleriana subsp. jingerensis,,,,,8,
Plantae,Flora,Gentianaceae,14551,Gentianella polysperes,,early forest-gentian,,,8,
Plantae,Flora,Gentianaceae,GENL,Gentianella spp.,,,,,10,
Plantae,Flora,Gentianaceae,14552,Gentianella sylvicola,,Late Forest-gentian,,,14,
Plantae,Flora,Gentianaceae,14606,Schenkia australis,,Spike Centaury,,,132,
Plantae,Flora,Gentianaceae,13834,Schenkia spicata,,Spike Centaury,,,1052,
Plantae,Flora,Gentianaceae,3137,Sebaea ovata,,Yellow Centaury,,,246,
Plantae,Flora,Gentianaceae,SEBA,Sebaea spp.,,,,,2,
Plantae,Flora,Gentianaceae,13113,Sebaea zeyheri subsp. cleistantha,*,,,,3,
Plantae,Flora,Geocalycaceae,11551,Lophocolea spp.,,,,,3,
Plantae,Flora,Geraniaceae,3138,Erodium aureum,*,,,,25,
Plantae,Flora,Geraniaceae,3139,Erodium botrys,*,Long Storksbill,,,453,
Plantae,Flora,Geraniaceae,3140,Erodium brachycarpum,*,Heronsbill,,,65,
Plantae,Flora,Geraniaceae,12382,Erodium carolinianum,,,,,7,
Plantae,Flora,Geraniaceae,3141,Erodium cicutarium,*,Common Crowfoot,,,2945,
Plantae,Flora,Geraniaceae,3142,Erodium crinitum,,Blue Crowfoot,,,6156,
Plantae,Flora,Geraniaceae,7137,Erodium cygnorum subsp. glandulosum,,,,,47,
Plantae,Flora,Geraniaceae,13114,Erodium janszii,*,,,,1,
Plantae,Flora,Geraniaceae,3144,Erodium malacoides,*,,,,77,
Plantae,Flora,Geraniaceae,3145,Erodium moschatum,*,Musky Crowfoot,,,294,
Plantae,Flora,Geraniaceae,EROI,Erodium spp.,,Crowfoot,,,593,
Plantae,Flora,Geraniaceae,3146,Geranium antrorsum,,,,,583,
Plantae,Flora,Geraniaceae,15165,Geranium brevicaule,,,,,23,
Plantae,Flora,Geraniaceae,10096,Geranium dissectum,*,,,,19,
Plantae,Flora,Geraniaceae,14683,Geranium gardneri,,Rough Cranes-bill,,,27,
Plantae,Flora,Geraniaceae,3147,Geranium graniticola,,,,,59,
Plantae,Flora,Geraniaceae,3148,Geranium homeanum,,,,,3672,
Plantae,Flora,Geraniaceae,11792,Geranium lucidum,*,Shining Geranium,,,1,
Plantae,Flora,Geraniaceae,10093,Geranium molle subsp. molle,*,Cranesbill Geranium,,,842,
Plantae,Flora,Geraniaceae,3150,Geranium neglectum,,,,,468,
Plantae,Flora,Geraniaceae,3151,Geranium obtusisepalum,,,,,35,
Plantae,Flora,Geraniaceae,3152,Geranium potentilloides,,,,,1208,
Plantae,Flora,Geraniaceae,6438,Geranium potentilloides var. abditum,,,,,97,
Plantae,Flora,Geraniaceae,7107,Geranium potentilloides var. potentilloides,,,,,1138,
Plantae,Flora,Geraniaceae,10097,Geranium purpureum subsp. purpureum,*,,,,7,
Plantae,Flora,Geraniaceae,3154,Geranium retrorsum,,Cranesbill Geranium,,,1019,
Plantae,Flora,Geraniaceae,11200,Geranium robertianum,*,Herb Robert,,,6,
Plantae,Flora,Geraniaceae,3156,Geranium solanderi,,Native Geranium,,,9472,
Plantae,Flora,Geraniaceae,7407,Geranium solanderi var. grande,,,,,112,
Plantae,Flora,Geraniaceae,8226,Geranium solanderi var. solanderi,,,,,7435,
Plantae,Flora,Geraniaceae,13115,Geranium sp. 2,,,,,1,
Plantae,Flora,Geraniaceae,11658,Geranium sp. 7,*,,,,3,
Plantae,Flora,Geraniaceae,13116,Geranium sp. A,,,,,11,
Plantae,Flora,Geraniaceae,13117,Geranium sp. B,,,,,6,
Plantae,Flora,Geraniaceae,13118,Geranium sp. C,,,,,18,
Plantae,Flora,Geraniaceae,GERA,Geranium spp.,,,,,3573,
Plantae,Flora,Geraniaceae,11129,Pelargonium asperum,*,Rose Geranium,,,9,
Plantae,Flora,Geraniaceae,3157,Pelargonium australe,,Native Storksbill,,,464,
Plantae,Flora,Geraniaceae,13119,Pelargonium australe subsp. australe,,,,,23,
Plantae,Flora,Geraniaceae,3158,Pelargonium capitatum,*,,,,23,
Plantae,Flora,Geraniaceae,8505,Pelargonium domesticum,*,Pelargonium,,,30,
Plantae,Flora,Geraniaceae,3159,Pelargonium fragrans,*,Nutmeg Geranium,,,3,
Plantae,Flora,Geraniaceae,3160,Pelargonium helmsii,,,,,14,
Plantae,Flora,Geraniaceae,3161,Pelargonium inodorum,,,,,394,
Plantae,Flora,Geraniaceae,13122,Pelargonium quercifolium,*,,,,1,
Plantae,Flora,Geraniaceae,3162,Pelargonium rodneyanum,,Magenta Storksbill,,,13,
Plantae,Flora,Geraniaceae,13749,Pelargonium sp. Striatellum,,Omeo Storksbill,E1,E,28,
Plantae,Flora,Geraniaceae,PELA,Pelargonium spp.,,,,,197,
Plantae,Flora,Gesneriaceae,3163,Fieldia australis,,,,,661,
Plantae,Flora,Gesneriaceae,FIEL,Fieldia spp.,,,,,2,
Plantae,Flora,Gesneriaceae,3164,Negria rhabdothamnoides,,Pumpkin Tree,,,32,
Plantae,Flora,Ginkgoaceae,11761,Ginkgo biloba,*,Common Ginkgo,,,13,
Plantae,Flora,Gleicheniaceae,11076,Dicranopteris linearis var. linearis,,,P,,31,
Plantae,Flora,Gleicheniaceae,7138,Gleichenia dicarpa,,Pouched Coral Fern,,,5228,
Plantae,Flora,Gleicheniaceae,9167,Gleichenia mendellii,,,,,43,
Plantae,Flora,Gleicheniaceae,6708,Gleichenia microphylla,,Scrambling Coral Fern,,,1045,
Plantae,Flora,Gleicheniaceae,8093,Gleichenia rupestris,,,,,326,
Plantae,Flora,Gleicheniaceae,GLEI,Gleichenia spp.,,,,,55,
Plantae,Flora,Gleicheniaceae,11175,Sticherus flabellatus var. flabellatus,,Umbrella Fern,P,,1071,
Plantae,Flora,Gleicheniaceae,7035,Sticherus lobatus,,Spreading Shield Fern,,,582,
Plantae,Flora,Gleicheniaceae,STIC,Sticherus spp.,,,,,57,
Plantae,Flora,Gleicheniaceae,10517,Sticherus urceolatus,,Silky Fan Fern,,,60,
Plantae,Flora,Goodeniaceae,1863,Brunonia australis,,Blue Pincushion,,,840,
Plantae,Flora,Goodeniaceae,3166,Coopernookia barbata,,Purple Goodenia,,,461,
Plantae,Flora,Goodeniaceae,3167,Coopernookia chisholmii,,,,,61,
Plantae,Flora,Goodeniaceae,COOP,Coopernookia spp.,,,,,5,
Plantae,Flora,Goodeniaceae,3168,Dampiera adpressa,,Purple Beauty Bush,,,269,
Plantae,Flora,Goodeniaceae,7440,Dampiera fusca,,Kydra Dampiera,E1,,492,
Plantae,Flora,Goodeniaceae,9745,Dampiera lanceolata var. lanceolata,,,,,645,
Plantae,Flora,Goodeniaceae,3172,Dampiera purpurea,,,,,1709,
Plantae,Flora,Goodeniaceae,3173,Dampiera scottiana,,,,,54,
Plantae,Flora,Goodeniaceae,DAMP,Dampiera spp.,,,,,61,
Plantae,Flora,Goodeniaceae,3174,Dampiera stricta,,,,,7353,
Plantae,Flora,Goodeniaceae,6658,Dampiera sylvestris,,,,,203,
Plantae,Flora,Goodeniaceae,3175,Goodenia bellidifolia,,,,,2411,
Plantae,Flora,Goodeniaceae,9078,Goodenia bellidifolia subsp. argentea,,,,,203,
Plantae,Flora,Goodeniaceae,8711,Goodenia bellidifolia subsp. bellidifolia,,,,,1753,
Plantae,Flora,Goodeniaceae,8540,Goodenia berardiana,,,,,35,
Plantae,Flora,Goodeniaceae,3176,Goodenia calcarata,,,,,25,
Plantae,Flora,Goodeniaceae,13123,Goodenia concinna,,,,,1,
Plantae,Flora,Goodeniaceae,3177,Goodenia cycloptera,,Cut-leaf Goodenia,,,1376,
Plantae,Flora,Goodeniaceae,3178,Goodenia decurrens,,,,,218,
Plantae,Flora,Goodeniaceae,9757,Goodenia delicata,,,,,9,
Plantae,Flora,Goodeniaceae,3179,Goodenia dimorpha,,,,,982,
Plantae,Flora,Goodeniaceae,9401,Goodenia dimorpha var. angustifolia,,,,,30,
Plantae,Flora,Goodeniaceae,8874,Goodenia dimorpha var. dimorpha,,,,,30,
Plantae,Flora,Goodeniaceae,3180,Goodenia elongata,,,,,36,
Plantae,Flora,Goodeniaceae,3181,Goodenia fascicularis,,Mallee Goodenia,,,2417,
Plantae,Flora,Goodeniaceae,8593,Goodenia fordiana,,,,,128,
Plantae,Flora,Goodeniaceae,3182,Goodenia glabra,,Smooth Goodenia,,,1367,
Plantae,Flora,Goodeniaceae,3183,Goodenia glauca,,Pale Goodenia,,,722,
Plantae,Flora,Goodeniaceae,3184,Goodenia glomerata,,,,,40,
Plantae,Flora,Goodeniaceae,3185,Goodenia gracilis,,,,,1199,
Plantae,Flora,Goodeniaceae,3186,Goodenia grandiflora,,Large-flowered Goodenia,,,55,
Plantae,Flora,Goodeniaceae,3187,Goodenia havilandii,,,,,180,
Plantae,Flora,Goodeniaceae,3188,Goodenia hederacea,,Ivy Goodenia,,,5992,
Plantae,Flora,Goodeniaceae,7958,Goodenia hederacea subsp. alpestris,,,,,294,
Plantae,Flora,Goodeniaceae,9279,Goodenia hederacea subsp. hederacea,,,,,6839,
Plantae,Flora,Goodeniaceae,3189,Goodenia heteromera,,,,,467,
Plantae,Flora,Goodeniaceae,3190,Goodenia heterophylla,,,,,1573,
Plantae,Flora,Goodeniaceae,8755,Goodenia heterophylla subsp. eglandulosa,,,,,496,
Plantae,Flora,Goodeniaceae,10197,Goodenia heterophylla subsp. heterophylla,,,,,1124,
Plantae,Flora,Goodeniaceae,10198,Goodenia heterophylla subsp. montana,,,,,78,
Plantae,Flora,Goodeniaceae,3191,Goodenia humilis,,,,,14,
Plantae,Flora,Goodeniaceae,7121,Goodenia lunata,,,,,129,
Plantae,Flora,Goodeniaceae,9168,Goodenia macbarronii,,Narrow Goodenia,,,237,
Plantae,Flora,Goodeniaceae,12014,Goodenia nocoleche,,Nocoleche Goodenia,V,,15,
Plantae,Flora,Goodeniaceae,8541,Goodenia occidentalis,,Western Goodenia,E1,,4,
Plantae,Flora,Goodeniaceae,3192,Goodenia ovata,,Hop Goodenia,,,3645,
Plantae,Flora,Goodeniaceae,13125,Goodenia paludicola,,,,,2,
Plantae,Flora,Goodeniaceae,7057,Goodenia paniculata,,,,,1350,
Plantae,Flora,Goodeniaceae,3193,Goodenia pinnatifida,,Scrambles Eggs,,,2215,
Plantae,Flora,Goodeniaceae,3194,Goodenia pusilliflora,,,,,976,
Plantae,Flora,Goodeniaceae,3195,Goodenia rostrivalvis,,,,,38,
Plantae,Flora,Goodeniaceae,3196,Goodenia rotundifolia,,,,,2016,
Plantae,Flora,Goodeniaceae,GOOD,Goodenia spp.,,,,,1962,
Plantae,Flora,Goodeniaceae,3197,Goodenia stelligera,,Spiked Goodenia,,,407,
Plantae,Flora,Goodeniaceae,3198,Goodenia stephensonii,,,,,61,
Plantae,Flora,Goodeniaceae,3199,Goodenia varia,,Sticky Goodenia,,,18,
Plantae,Flora,Goodeniaceae,8489,Goodenia willisiana,,,,,169,
Plantae,Flora,Goodeniaceae,13126,Lechenaultia biloba,,,,,1,
Plantae,Flora,Goodeniaceae,3200,Lechenaultia divaricata,,,,,20,
Plantae,Flora,Goodeniaceae,3201,Scaevola aemula,,Fairy Fan-flower,,,205,
Plantae,Flora,Goodeniaceae,3202,Scaevola albida,,Pale Fan-flower,,,211,
