bionet_name,species_code,original_source,trait_code,norm_value,best,lower,upper,raw_value
Brunoniella pumilio,1004,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Brunoniella pumilio,1004,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Burchardia umbellata,3533,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Burchardia umbellata,3533,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Caesia parviflora,3535,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Caesia parviflora,3535,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Callistemon citrinus,4004,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Chorizandra sphaerocephala,2345,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Comesperma defoliatum,5252,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Comesperma defoliatum,5252,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Comesperma retusum,5255,Keith 1991,repr3a,NA,5,NA,NA,"secondary_juvenile_period, 5"
Comesperma retusum,5255,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Conospermum ellipticum,9136,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Conospermum taxifolium,5352,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Corybas fordhamii,4408,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Cryptandra ericoides,5556,Keith 1991,repr3,NA,2,NA,NA,"primary_juvenile_period, 2"
Cryptandra ericoides,5556,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Cyathochaeta diandra,2347,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Dampiera stricta,3174,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Deyeuxia decipiens,4881,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Dillwynia floribunda,2843,Keith 1991,repr3,NA,2,NA,NA,"primary_juvenile_period, 2"
Dillwynia floribunda,2843,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Drosera binata,2557,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Drosera peltata,2559,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Drosera peltata,2559,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Drosera pygmaea,2560,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Drosera pygmaea,2560,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Eleocharis sphacelata,6988,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Empodisma minus,5532,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Entolasia stricta,4947,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Epacris microphylla,2599,Keith 1991,repr3,NA,3,NA,NA,"primary_juvenile_period, 3"
Epacris microphylla,2599,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Epacris obtusifolia,2602,Keith 1991,repr3,NA,1,NA,NA,"primary_juvenile_period, 1"
Epacris obtusifolia,2602,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Epacris paludosa,2603,Keith 1991,repr3,NA,4,NA,NA,"primary_juvenile_period, 4"
Epacris paludosa,2603,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Epacris paludosa,2603,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Eriachne glabrata,4979,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Eucalyptus haemastoma,4104,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Gahnia sieberiana,2442,Keith 1991,repr3a,NA,3,NA,NA,"secondary_juvenile_period, 3"
Glossodia minor,4466,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Gonocarpus salsoloides,3246,Keith 1991,repr3,NA,1,NA,NA,"primary_juvenile_period, 1"
Gonocarpus salsoloides,3246,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Gonocarpus tetragynus,3247,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Gonocarpus teucrioides,3248,Keith 1991,repr3,NA,2,NA,NA,"primary_juvenile_period, 2"
Gonocarpus teucrioides,3248,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Goodenia bellidifolia,3175,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Goodenia bellidifolia,3175,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Goodenia dimorpha,3179,Keith 1991,repr3,NA,2,NA,NA,"primary_juvenile_period, 2"
Goodenia dimorpha,3179,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Goodenia dimorpha,3179,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Grevillea oleoides,5388,Keith 1991,repr3a,NA,4,NA,NA,"secondary_juvenile_period, 4"
Gymnoschoenus sphaerocephalus,2445,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Haemodorum corymbosum,6435,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Haemodorum corymbosum,6435,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Hakea dactyloides,5409,Keith 1991,repr3a,NA,4,NA,NA,"secondary_juvenile_period, 4"
Hakea dactyloides,5409,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Hakea teretifolia,5427,Keith 1991,repr3,NA,5,NA,NA,"primary_juvenile_period, 5"
Hakea teretifolia,5427,Keith 1991,repr3a,NA,3,NA,NA,"secondary_juvenile_period, 3"
Hakea teretifolia,5427,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Hakea teretifolia,5427,Keith 1991,repr3,NA,2,NA,NA,"primary_juvenile_period, 2"
Hakea teretifolia,5427,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Hemarthria uncinata,5001,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Hibbertia riparia,2545,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Hibbertia serpyllifolia,2550,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Hibbertia serpyllifolia,2550,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Hypericum gramineum,7240,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Hypericum gramineum,7240,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Hypoxis hygrometrica,3553,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Hypoxis hygrometrica,3553,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Isopogon anemonifolius,5433,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Isopogon anemonifolius,5433,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Kunzea capitata,4207,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Kunzea capitata,4207,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Lambertia formosa,5440,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Lambertia formosa,5440,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Lepidosperma forsythii,2467,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Lepidosperma limicola,2469,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Lepidosperma neesii,2471,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Leptomeria acida,5865,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Leptospermum arachnoides,4213,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Leptospermum continentale,7970,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Leptospermum continentale,7970,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Leptospermum grandifolium,7766,Keith 1991,repr3a,NA,3,NA,NA,"secondary_juvenile_period, 3"
Leptospermum grandifolium,7766,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Leptospermum juniperinum,4221,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Leptospermum juniperinum,4221,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Leptospermum polygalifolium,7245,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Leptospermum trinervium,8486,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Leptospermum trinervium,8486,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Leptocarpus tenax,5534,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Lepyrodia anarthria,5535,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Lepyrodia scariosa,5541,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Leucopogon esquamatus,2617,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Leucopogon microphyllus,2629,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Lomandra cylindrica,6298,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Lomatia silaifolia,5445,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Lomatia silaifolia,5445,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Melaleuca linariifolia,4257,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Melaleuca squamea,4262,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Melaleuca squarrosa,4263,Keith 1991,repr3a,NA,3,NA,NA,"secondary_juvenile_period, 3"
Melaleuca squarrosa,4263,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Melaleuca thymifolia,4266,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Microlaena stipoides var. stipoides,7707,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Mirbelia rubiifolia,2938,Keith 1991,repr3,NA,1,NA,NA,"primary_juvenile_period, 1"
Mirbelia rubiifolia,2938,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Mirbelia speciosa,2939,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Mitrasacme paludosa,3592,Keith 1991,repr3,NA,2,NA,NA,"primary_juvenile_period, 2"
Mitrasacme paludosa,3592,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Mitrasacme polymorpha,3595,Keith 1991,repr3,NA,4,NA,NA,"primary_juvenile_period, 4"
Mitrasacme polymorpha,3595,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Mitrasacme polymorpha,3595,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Monotaxis linifolia,2738,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Monotaxis linifolia,2738,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Opercularia varia,5701,Keith 1991,repr3,NA,1,NA,NA,"primary_juvenile_period, 1"
Opercularia varia,5701,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Orthoceras strictum,4476,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Persoonia lanceolata,5460,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Persoonia levis,5462,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Persoonia pinifolia,5469,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Petrophile pulchella,5479,Keith 1991,repr3,NA,4,NA,NA,"primary_juvenile_period, 4"
Petrophile pulchella,5479,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Plinthanthesis paradoxa,5117,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Prasophyllum australe,4491,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Prasophyllum australe,4491,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Prasophyllum brevilabre,4494,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Prasophyllum brevilabre,4494,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Prostanthera linearis,3417,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Pseudanthus orientalis,2756,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Pterostylis parviflora,4566,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Pterostylis parviflora,4566,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Pultenaea aristata,2974,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Pultenaea divaricata,2987,Keith 1991,repr3a,NA,3,NA,NA,"secondary_juvenile_period, 3"
Pultenaea divaricata,2987,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Schoenus paludosus,2504,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Sowerbaea juncea,3567,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Sprengelia incarnata,2654,Keith 1991,repr3,NA,2,NA,NA,"primary_juvenile_period, 2"
Sprengelia incarnata,2654,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Stackhousia nuda,6122,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Stylidium lineare,6159,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Stylidium lineare,6159,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Symphionema paludosum,5485,Keith 1991,repr3,NA,2,NA,NA,"primary_juvenile_period, 2"
Symphionema paludosum,5485,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Tetraria capillaris,2516,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Tetrarrhena turfosa,7993,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Tricoryne simplex,3577,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Tricoryne simplex,3577,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Utricularia dichotoma,3507,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Viminaria juncea,3105,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Viola sieberiana,11190,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Xanthorrhoea resinosa,6321,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Xanthorrhoea resinosa,6321,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Xanthosia dissecta,1161,Keith 1991,repr3,NA,2,NA,NA,"primary_juvenile_period, 2"
Xanthosia dissecta,1161,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Xanthosia dissecta,1161,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Xanthosia tridentata,1163,Keith 1991,repr3,NA,4,NA,NA,"primary_juvenile_period, 4"
Xanthosia tridentata,1163,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Xyris juncea,6323,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Xyris operculata,6324,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Xyris ustulata,6325,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Machaerina acuta,15318,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Machaerina rubiginosa,15327,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Machaerina teretifolia,15328,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Darwinia fascicularis subsp. fascicularis,6508,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Drosera spatulata,2561,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Drosera spatulata,2561,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Corymbia gummifera,9687,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Euphrasia collina subsp. speciosa,7739,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Gonocarpus micranthus subsp. micranthus,8649,Keith 1991,repr3,NA,1,NA,NA,"primary_juvenile_period, 1"
Gonocarpus micranthus subsp. micranthus,8649,Keith 1991,surv5,NA,3,1,5,"plant_longevity, 1-5"
Grevillea parviflora,5389,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Leptospermum squarrosum,4239,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Lomandra filiformis subsp. filiformis,7931,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Leionema diosmeum,10728,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Pimelea linifolia subsp. linifolia,6814,Keith 1991,repr3,NA,2,NA,NA,"primary_juvenile_period, 2"
Pimelea linifolia subsp. linifolia,6814,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Ptilothrix deusta,8956,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Pultenaea tuberculata,11386,Keith 1991,repr3a,NA,2,NA,NA,"secondary_juvenile_period, 2"
Pultenaea tuberculata,11386,Keith 1991,surv5,NA,60,60,NA,"plant_longevity, >60"
Eurychorda complanata,10615,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Schoenus brevifolius,2492,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Schoenus lepidosperma subsp. pachylepis,9057,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Senecio bathurstianus,11809,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Sphaerolobium vimineum,3033,Keith 1991,repr3,NA,1,NA,NA,"primary_juvenile_period, 1"
Sphaerolobium vimineum,3033,Keith 1991,surv5,NA,12.5,5,20,"plant_longevity, 5-20"
Thysanotus juncifolius,3572,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Thysanotus juncifolius,3572,Keith 1991,surv5,NA,40.5,21,60,"plant_longevity, 21-60"
Liparophyllum exaltatum,14804,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Xyris bracteata,11035,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Patersonia spp.,PATE,Keith 1991,repr3a,NA,1,NA,NA,"secondary_juvenile_period, 1"
Acacia longifolia,3816,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Acacia longifolia,3816,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Acacia longifolia,3816,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Acacia myrtifolia,3834,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Acacia myrtifolia,3834,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Acacia myrtifolia,3834,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Acacia rubida,3869,Keith 1991,surv1,Few,NA,NA,NA,"vegetative_recovery, obligate seeder"
Acacia rubida,3869,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Acacia rubida,3869,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Acacia suaveolens,3881,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Acacia suaveolens,3881,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Acacia suaveolens,3881,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Acacia terminalis,3885,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Acacia terminalis,3885,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Acacia terminalis,3885,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Actinotus minor,1095,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Actinotus minor,1095,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Actinotus minor,1095,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Allocasuarina paludosa,2015,Keith 1991,germ1,Canopy,NA,NA,NA,"propagule_storage, canopy"
Allocasuarina paludosa,2015,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Almaleea paludosa,8364,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Almaleea paludosa,8364,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Almaleea paludosa,8364,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Aotus ericoides,2770,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Aotus ericoides,2770,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Aristida warburgii,4774,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Baeckea brevifolia,3986,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Baeckea brevifolia,3986,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Baeckea brevifolia,3986,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Baeckea imbricata,3995,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Baeckea imbricata,3995,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Baeckea linifolia,3997,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Baeckea linifolia,3997,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Banksia ericifolia,5342,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Banksia ericifolia,5342,Keith 1991,germ1,Canopy,NA,NA,NA,"propagule_storage, canopy"
Banksia ericifolia,5342,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Banksia oblongifolia,5345,Keith 1991,germ1,Canopy,NA,NA,NA,"propagule_storage, canopy"
Banksia oblongifolia,5345,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Banksia paludosa,5346,Keith 1991,germ1,Canopy,NA,NA,NA,"propagule_storage, canopy"
Banksia paludosa,5346,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Banksia robur,5347,Keith 1991,germ1,Canopy,NA,NA,NA,"propagule_storage, canopy"
Banksia robur,5347,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Bauera microphylla,7219,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Bauera microphylla,7219,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Blandfordia nobilis,3529,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Blandfordia nobilis,3529,Keith 1991,repr2,Exclusive,NA,NA,NA,"fruit_production, exclusive pulse in first 2-3 postfire reproductive seasons"
Blechnum nudum,8058,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Blechnum nudum,8058,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Boronia parviflora,5749,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Boronia parviflora,5749,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Brunoniella pumilio,1004,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Burchardia umbellata,3533,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Burchardia umbellata,3533,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Caesia parviflora,3535,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Caesia parviflora,3535,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Callistemon citrinus,4004,Keith 1991,germ1,Canopy,NA,NA,NA,"propagule_storage, canopy"
Callistemon citrinus,4004,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Cassytha glabella,3467,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Cassytha glabella,3467,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Cassytha glabella,3467,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Chorizandra cymbaria,2344,Keith 1991,repr2,Exclusive,NA,NA,NA,"fruit_production, exclusive pulse in first 2-3 postfire reproductive seasons"
Chorizandra sphaerocephala,2345,Keith 1991,repr2,Exclusive,NA,NA,NA,"fruit_production, exclusive pulse in first 2-3 postfire reproductive seasons"
Comesperma defoliatum,5252,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Comesperma defoliatum,5252,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Comesperma retusum,5255,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Comesperma retusum,5255,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Conospermum ellipticum,9136,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Conospermum ellipticum,9136,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Conospermum taxifolium,5352,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Conospermum taxifolium,5352,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Corybas fordhamii,4408,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Corybas fordhamii,4408,Keith 1991,repr2,Facultative,NA,NA,NA,"fruit_production, facultative pulse in first 2-3 postfire reproductive seasons"
Cryptandra ericoides,5556,Keith 1991,surv1,None,NA,NA,NA,"vegetative_recovery, obligate seeder"
Cryptandra ericoides,5556,Keith 1991,germ1,Soil-persistent,NA,NA,NA,"propagule_storage, soil"
Cryptandra ericoides,5556,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Cryptostylis subulata,4417,Keith 1991,germ1,Non-canopy,NA,NA,NA,"propagule_storage, no storage"
Cryptostylis subulata,4417,Keith 1991,repr2,Negligible,NA,NA,NA,"fruit_production, no pulse"
Cyathochaeta diandra,2347,Keith 1991,repr2,Exclusive,NA,NA,NA,"fruit_production, exclusive pulse in first 2-3 postfire reproductive seasons"
